"","Order.number.of.item","Label","PennElementType","PennElementName","Parameter","Value","EventTime","trial_id","group","Comments","random_id"
"805",68,"trials-unk-election","Scale","slider-1","Default","0","1746121842963","e_x3","a","slider","3"
"806",68,"trials-unk-election","Scale","slider-3","Default","0","1746121842964","e_x3","a","slider","3"
"807",68,"trials-unk-election","Scale","slider-2","Choice","100","1746121848479","e_x3","a","258","3"
"808",68,"trials-unk-election","PennController","71","_Trial_","End","1746121856234","e_x3","a","NULL","3"
"809",69,"trials-unk-election","PennController","72","_Trial_","Start","1746121856239","e_x6","a","NULL","3"
"810",69,"trials-unk-election","Scale","slider-3","Default","0","1746121856244","e_x6","a","slider","3"
"811",69,"trials-unk-election","Scale","slider-2","Choice","100","1746121860890","e_x6","a","116","3"
"812",69,"trials-unk-election","Scale","slider-1","Choice","30","1746121864128","e_x6","a","134","3"
"813",69,"trials-unk-election","PennController","72","_Trial_","End","1746121869835","e_x6","a","NULL","3"
"814",70,"trials-unk-election","PennController","73","_Trial_","Start","1746121869837","e_x6","a","NULL","3"
"815",70,"trials-unk-election","Selector","selection","Selection","correct","1746121871401","e_x6","a","incorrect;correct","3"
"816",70,"trials-unk-election","PennController","73","_Trial_","End","1746121872186","e_x6","a","NULL","3"
"817",71,"trials-unk-election","PennController","74","_Trial_","Start","1746121872188","e_x4","a","NULL","3"
"818",71,"trials-unk-election","Scale","slider-1","Default","0","1746121872194","e_x4","a","slider","3"
"819",71,"trials-unk-election","Scale","slider-3","Default","0","1746121872196","e_x4","a","slider","3"
"820",71,"trials-unk-election","Scale","slider-2","Choice","100","1746121875760","e_x4","a","156","3"
"821",71,"trials-unk-election","PennController","74","_Trial_","End","1746121878131","e_x4","a","NULL","3"
"822",72,"trials-unk-election","PennController","75","_Trial_","Start","1746121878133","e_x9","a","NULL","3"
"823",72,"trials-unk-election","Scale","slider-3","Default","0","1746121878138","e_x9","a","slider","3"
"824",72,"trials-unk-election","Scale","slider-1","Choice","100","1746121881888","e_x9","a","147","3"
"825",72,"trials-unk-election","Scale","slider-2","Choice","100","1746121882857","e_x9","a","181","3"
"826",72,"trials-unk-election","PennController","75","_Trial_","End","1746121886109","e_x9","a","NULL","3"
"827",73,"break-2","PennController","18","_Trial_","Start","1746121886111","NULL","","","3"
"828",73,"break-2","PennController","18","_Trial_","End","1746121887784","NULL","","","3"
"829",74,"interpretation-A-instruction","PennController","76","_Trial_","Start","1746121887785","NULL","","","3"
"830",74,"interpretation-A-instruction","PennController","76","_Trial_","End","1746121900994","NULL","","","3"
"831",75,"interpretation-A-trials","PennController","77","_Trial_","Start","1746121900996","g_p2","a","NULL","3"
"832",75,"interpretation-A-trials","Scale","interpretation","Choice","10%","1746121926688","g_p2","a","NULL","3"
"833",75,"interpretation-A-trials","Scale","interpretation","10%","checked","1746121928194","g_p2","a","Status","3"
"834",75,"interpretation-A-trials","Scale","interpretation","20%","checked","1746121928194","g_p2","a","Status","3"
"835",75,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1746121928194","g_p2","a","Status","3"
"836",75,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1746121928194","g_p2","a","Status","3"
"837",75,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1746121928194","g_p2","a","Status","3"
"838",75,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1746121928195","g_p2","a","Status","3"
"839",75,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1746121928195","g_p2","a","Status","3"
"840",75,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1746121928195","g_p2","a","Status","3"
"841",75,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1746121928195","g_p2","a","Status","3"
"842",75,"interpretation-A-trials","PennController","77","_Trial_","End","1746121928196","g_p2","a","NULL","3"
"843",76,"interpretation-A-trials","PennController","78","_Trial_","Start","1746121928198","g_p6","a","NULL","3"
"844",76,"interpretation-A-trials","Scale","interpretation","Choice","10%","1746121938320","g_p6","a","NULL","3"
"845",76,"interpretation-A-trials","Scale","interpretation","10%","checked","1746121939715","g_p6","a","Status","3"
"846",76,"interpretation-A-trials","Scale","interpretation","20%","checked","1746121939715","g_p6","a","Status","3"
"847",76,"interpretation-A-trials","Scale","interpretation","30%","checked","1746121939715","g_p6","a","Status","3"
"848",76,"interpretation-A-trials","Scale","interpretation","40%","checked","1746121939715","g_p6","a","Status","3"
"849",76,"interpretation-A-trials","Scale","interpretation","50%","checked","1746121939715","g_p6","a","Status","3"
"850",76,"interpretation-A-trials","Scale","interpretation","60%","checked","1746121939715","g_p6","a","Status","3"
"851",76,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1746121939715","g_p6","a","Status","3"
"852",76,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1746121939715","g_p6","a","Status","3"
"853",76,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1746121939715","g_p6","a","Status","3"
"854",76,"interpretation-A-trials","PennController","78","_Trial_","End","1746121939716","g_p6","a","NULL","3"
"855",77,"interpretation-A-trials","PennController","79","_Trial_","Start","1746121939719","g_p9","a","NULL","3"
"856",77,"interpretation-A-trials","Scale","interpretation","Choice","10%","1746121953032","g_p9","a","NULL","3"
"857",77,"interpretation-A-trials","Scale","interpretation","10%","checked","1746121960057","g_p9","a","Status","3"
"858",77,"interpretation-A-trials","Scale","interpretation","20%","checked","1746121960057","g_p9","a","Status","3"
"859",77,"interpretation-A-trials","Scale","interpretation","30%","checked","1746121960057","g_p9","a","Status","3"
"860",77,"interpretation-A-trials","Scale","interpretation","40%","checked","1746121960057","g_p9","a","Status","3"
"861",77,"interpretation-A-trials","Scale","interpretation","50%","checked","1746121960057","g_p9","a","Status","3"
"862",77,"interpretation-A-trials","Scale","interpretation","60%","checked","1746121960057","g_p9","a","Status","3"
"863",77,"interpretation-A-trials","Scale","interpretation","70%","checked","1746121960057","g_p9","a","Status","3"
"864",77,"interpretation-A-trials","Scale","interpretation","80%","checked","1746121960057","g_p9","a","Status","3"
"865",77,"interpretation-A-trials","Scale","interpretation","90%","checked","1746121960057","g_p9","a","Status","3"
"866",77,"interpretation-A-trials","PennController","79","_Trial_","End","1746121960058","g_p9","a","NULL","3"
"867",78,"interpretation-A-trials","PennController","80","_Trial_","Start","1746121960061","g_p4","a","NULL","3"
"868",78,"interpretation-A-trials","Scale","interpretation","Choice","10%","1746121964488","g_p4","a","NULL","3"
"869",78,"interpretation-A-trials","Scale","interpretation","10%","checked","1746121966474","g_p4","a","Status","3"
"870",78,"interpretation-A-trials","Scale","interpretation","20%","checked","1746121966474","g_p4","a","Status","3"
"871",78,"interpretation-A-trials","Scale","interpretation","30%","checked","1746121966474","g_p4","a","Status","3"
"872",78,"interpretation-A-trials","Scale","interpretation","40%","checked","1746121966474","g_p4","a","Status","3"
"873",78,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1746121966474","g_p4","a","Status","3"
"874",78,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1746121966474","g_p4","a","Status","3"
"875",78,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1746121966474","g_p4","a","Status","3"
"876",78,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1746121966474","g_p4","a","Status","3"
"877",78,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1746121966474","g_p4","a","Status","3"
"878",78,"interpretation-A-trials","PennController","80","_Trial_","End","1746121966474","g_p4","a","NULL","3"
"879",79,"interpretation-A-trials","PennController","81","_Trial_","Start","1746121966476","g_p8","a","NULL","3"
"880",79,"interpretation-A-trials","Scale","interpretation","Choice","10%","1746121975808","g_p8","a","NULL","3"
"881",79,"interpretation-A-trials","Scale","interpretation","10%","checked","1746121976642","g_p8","a","Status","3"
"882",79,"interpretation-A-trials","Scale","interpretation","20%","checked","1746121976642","g_p8","a","Status","3"
"883",79,"interpretation-A-trials","Scale","interpretation","30%","checked","1746121976642","g_p8","a","Status","3"
"884",79,"interpretation-A-trials","Scale","interpretation","40%","checked","1746121976642","g_p8","a","Status","3"
"885",79,"interpretation-A-trials","Scale","interpretation","50%","checked","1746121976642","g_p8","a","Status","3"
"886",79,"interpretation-A-trials","Scale","interpretation","60%","checked","1746121976642","g_p8","a","Status","3"
"887",79,"interpretation-A-trials","Scale","interpretation","70%","checked","1746121976642","g_p8","a","Status","3"
"888",79,"interpretation-A-trials","Scale","interpretation","80%","checked","1746121976642","g_p8","a","Status","3"
"889",79,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1746121976642","g_p8","a","Status","3"
"890",79,"interpretation-A-trials","PennController","81","_Trial_","End","1746121976642","g_p8","a","NULL","3"
"891",80,"interpretation-A-trials","PennController","82","_Trial_","Start","1746121976645","g_p3","a","NULL","3"
"892",80,"interpretation-A-trials","Scale","interpretation","Choice","10%","1746121982472","g_p3","a","NULL","3"
"893",80,"interpretation-A-trials","Scale","interpretation","10%","checked","1746121983419","g_p3","a","Status","3"
"894",80,"interpretation-A-trials","Scale","interpretation","20%","checked","1746121983419","g_p3","a","Status","3"
"895",80,"interpretation-A-trials","Scale","interpretation","30%","checked","1746121983419","g_p3","a","Status","3"
"896",80,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1746121983419","g_p3","a","Status","3"
"897",80,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1746121983419","g_p3","a","Status","3"
"898",80,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1746121983419","g_p3","a","Status","3"
"899",80,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1746121983419","g_p3","a","Status","3"
"900",80,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1746121983419","g_p3","a","Status","3"
"901",80,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1746121983419","g_p3","a","Status","3"
"902",80,"interpretation-A-trials","PennController","82","_Trial_","End","1746121983419","g_p3","a","NULL","3"
"903",81,"interpretation-A-trials","PennController","83","_Trial_","Start","1746121983421","g_p1","a","NULL","3"
"904",81,"interpretation-A-trials","Scale","interpretation","Choice","10%","1746121987432","g_p1","a","NULL","3"
"905",81,"interpretation-A-trials","Scale","interpretation","10%","checked","1746121988474","g_p1","a","Status","3"
"906",81,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1746121988474","g_p1","a","Status","3"
"907",81,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1746121988474","g_p1","a","Status","3"
"908",81,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1746121988474","g_p1","a","Status","3"
"909",81,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1746121988474","g_p1","a","Status","3"
"910",81,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1746121988474","g_p1","a","Status","3"
"911",81,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1746121988474","g_p1","a","Status","3"
"912",81,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1746121988474","g_p1","a","Status","3"
"913",81,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1746121988474","g_p1","a","Status","3"
"914",81,"interpretation-A-trials","PennController","83","_Trial_","End","1746121988474","g_p1","a","NULL","3"
"915",82,"interpretation-A-trials","PennController","84","_Trial_","Start","1746121988476","g_p5","a","NULL","3"
"916",82,"interpretation-A-trials","Scale","interpretation","Choice","90%","1746122014728","g_p5","a","NULL","3"
"917",82,"interpretation-A-trials","Scale","interpretation","10%","checked","1746122015929","g_p5","a","Status","3"
"918",82,"interpretation-A-trials","Scale","interpretation","20%","checked","1746122015929","g_p5","a","Status","3"
"919",82,"interpretation-A-trials","Scale","interpretation","30%","checked","1746122015929","g_p5","a","Status","3"
"920",82,"interpretation-A-trials","Scale","interpretation","40%","checked","1746122015929","g_p5","a","Status","3"
"921",82,"interpretation-A-trials","Scale","interpretation","50%","checked","1746122015929","g_p5","a","Status","3"
"922",82,"interpretation-A-trials","Scale","interpretation","60%","checked","1746122015929","g_p5","a","Status","3"
"923",82,"interpretation-A-trials","Scale","interpretation","70%","checked","1746122015929","g_p5","a","Status","3"
"924",82,"interpretation-A-trials","Scale","interpretation","80%","checked","1746122015929","g_p5","a","Status","3"
"925",82,"interpretation-A-trials","Scale","interpretation","90%","checked","1746122015929","g_p5","a","Status","3"
"926",82,"interpretation-A-trials","PennController","84","_Trial_","End","1746122015930","g_p5","a","NULL","3"
"927",83,"interpretation-A-trials","PennController","85","_Trial_","Start","1746122015933","g_p7","a","NULL","3"
"928",83,"interpretation-A-trials","Scale","interpretation","Choice","10%","1746122024040","g_p7","a","NULL","3"
"929",83,"interpretation-A-trials","Scale","interpretation","10%","checked","1746122025132","g_p7","a","Status","3"
"930",83,"interpretation-A-trials","Scale","interpretation","20%","checked","1746122025132","g_p7","a","Status","3"
"931",83,"interpretation-A-trials","Scale","interpretation","30%","checked","1746122025132","g_p7","a","Status","3"
"932",83,"interpretation-A-trials","Scale","interpretation","40%","checked","1746122025132","g_p7","a","Status","3"
"933",83,"interpretation-A-trials","Scale","interpretation","50%","checked","1746122025132","g_p7","a","Status","3"
"934",83,"interpretation-A-trials","Scale","interpretation","60%","checked","1746122025132","g_p7","a","Status","3"
"935",83,"interpretation-A-trials","Scale","interpretation","70%","checked","1746122025132","g_p7","a","Status","3"
"936",83,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1746122025132","g_p7","a","Status","3"
"937",83,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1746122025132","g_p7","a","Status","3"
"938",83,"interpretation-A-trials","PennController","85","_Trial_","End","1746122025132","g_p7","a","NULL","3"
"939",84,"interpretation-B-instruction","PennController","86","_Trial_","Start","1746122025135","NULL","","","3"
"940",84,"interpretation-B-instruction","PennController","86","_Trial_","End","1746122027674","NULL","","","3"
"941",85,"interpretation-B-trials","PennController","87","_Trial_","Start","1746122027676","e_x4","a","NULL","3"
"942",85,"interpretation-B-trials","Scale","interpretation","Choice","10%","1746122040176","e_x4","a","NULL","3"
"943",85,"interpretation-B-trials","Scale","interpretation","10%","checked","1746122041138","e_x4","a","Status","3"
"944",85,"interpretation-B-trials","Scale","interpretation","20%","checked","1746122041138","e_x4","a","Status","3"
"945",85,"interpretation-B-trials","Scale","interpretation","30%","checked","1746122041138","e_x4","a","Status","3"
"946",85,"interpretation-B-trials","Scale","interpretation","40%","checked","1746122041138","e_x4","a","Status","3"
"947",85,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1746122041138","e_x4","a","Status","3"
"948",85,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1746122041138","e_x4","a","Status","3"
"949",85,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1746122041138","e_x4","a","Status","3"
"950",85,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1746122041138","e_x4","a","Status","3"
"951",85,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1746122041138","e_x4","a","Status","3"
"952",85,"interpretation-B-trials","PennController","87","_Trial_","End","1746122041138","e_x4","a","NULL","3"
"953",86,"interpretation-B-trials","PennController","88","_Trial_","Start","1746122041143","e_x8","a","NULL","3"
"954",86,"interpretation-B-trials","Scale","interpretation","Choice","10%","1746122049856","e_x8","a","NULL","3"
"955",86,"interpretation-B-trials","Scale","interpretation","10%","checked","1746122051098","e_x8","a","Status","3"
"956",86,"interpretation-B-trials","Scale","interpretation","20%","checked","1746122051098","e_x8","a","Status","3"
"957",86,"interpretation-B-trials","Scale","interpretation","30%","checked","1746122051098","e_x8","a","Status","3"
"958",86,"interpretation-B-trials","Scale","interpretation","40%","checked","1746122051098","e_x8","a","Status","3"
"959",86,"interpretation-B-trials","Scale","interpretation","50%","checked","1746122051098","e_x8","a","Status","3"
"960",86,"interpretation-B-trials","Scale","interpretation","60%","checked","1746122051098","e_x8","a","Status","3"
"961",86,"interpretation-B-trials","Scale","interpretation","70%","checked","1746122051098","e_x8","a","Status","3"
"962",86,"interpretation-B-trials","Scale","interpretation","80%","checked","1746122051098","e_x8","a","Status","3"
"963",86,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1746122051098","e_x8","a","Status","3"
"964",86,"interpretation-B-trials","PennController","88","_Trial_","End","1746122051098","e_x8","a","NULL","3"
"965",87,"interpretation-B-trials","PennController","89","_Trial_","Start","1746122051100","e_x1","a","NULL","3"
"966",87,"interpretation-B-trials","Scale","interpretation","Choice","10%","1746122054120","e_x1","a","NULL","3"
"967",87,"interpretation-B-trials","Scale","interpretation","10%","checked","1746122055066","e_x1","a","Status","3"
"968",87,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1746122055066","e_x1","a","Status","3"
"969",87,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1746122055066","e_x1","a","Status","3"
"970",87,"interpretation-B-trials","Scale","interpretation","40%","unchecked","1746122055066","e_x1","a","Status","3"
"971",87,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1746122055066","e_x1","a","Status","3"
"972",87,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1746122055066","e_x1","a","Status","3"
"973",87,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1746122055066","e_x1","a","Status","3"
"974",87,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1746122055066","e_x1","a","Status","3"
"975",87,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1746122055066","e_x1","a","Status","3"
"976",87,"interpretation-B-trials","PennController","89","_Trial_","End","1746122055066","e_x1","a","NULL","3"
"977",88,"interpretation-B-trials","PennController","90","_Trial_","Start","1746122055068","e_x7","a","NULL","3"
"978",88,"interpretation-B-trials","Scale","interpretation","Choice","10%","1746122062448","e_x7","a","NULL","3"
"979",88,"interpretation-B-trials","Scale","interpretation","10%","checked","1746122063602","e_x7","a","Status","3"
"980",88,"interpretation-B-trials","Scale","interpretation","20%","checked","1746122063602","e_x7","a","Status","3"
"981",88,"interpretation-B-trials","Scale","interpretation","30%","checked","1746122063602","e_x7","a","Status","3"
"982",88,"interpretation-B-trials","Scale","interpretation","40%","checked","1746122063602","e_x7","a","Status","3"
"983",88,"interpretation-B-trials","Scale","interpretation","50%","checked","1746122063602","e_x7","a","Status","3"
"984",88,"interpretation-B-trials","Scale","interpretation","60%","checked","1746122063602","e_x7","a","Status","3"
"985",88,"interpretation-B-trials","Scale","interpretation","70%","checked","1746122063602","e_x7","a","Status","3"
"986",88,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1746122063602","e_x7","a","Status","3"
"987",88,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1746122063602","e_x7","a","Status","3"
"988",88,"interpretation-B-trials","PennController","90","_Trial_","End","1746122063602","e_x7","a","NULL","3"
"989",89,"interpretation-B-trials","PennController","91","_Trial_","Start","1746122063605","e_x3","a","NULL","3"
"990",89,"interpretation-B-trials","Scale","interpretation","Choice","10%","1746122068456","e_x3","a","NULL","3"
"991",89,"interpretation-B-trials","Scale","interpretation","10%","checked","1746122069684","e_x3","a","Status","3"
"992",89,"interpretation-B-trials","Scale","interpretation","20%","checked","1746122069684","e_x3","a","Status","3"
"993",89,"interpretation-B-trials","Scale","interpretation","30%","checked","1746122069684","e_x3","a","Status","3"
"994",89,"interpretation-B-trials","Scale","interpretation","40%","unchecked","1746122069684","e_x3","a","Status","3"
"995",89,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1746122069684","e_x3","a","Status","3"
"996",89,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1746122069684","e_x3","a","Status","3"
"997",89,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1746122069684","e_x3","a","Status","3"
"998",89,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1746122069684","e_x3","a","Status","3"
"999",89,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1746122069684","e_x3","a","Status","3"
"1000",89,"interpretation-B-trials","PennController","91","_Trial_","End","1746122069685","e_x3","a","NULL","3"
"1001",90,"interpretation-B-trials","PennController","92","_Trial_","Start","1746122069688","e_x2","a","NULL","3"
"1002",90,"interpretation-B-trials","Scale","interpretation","Choice","10%","1746122072578","e_x2","a","NULL","3"
"1003",90,"interpretation-B-trials","Scale","interpretation","10%","checked","1746122073732","e_x2","a","Status","3"
"1004",90,"interpretation-B-trials","Scale","interpretation","20%","checked","1746122073732","e_x2","a","Status","3"
"1005",90,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1746122073732","e_x2","a","Status","3"
"1006",90,"interpretation-B-trials","Scale","interpretation","40%","unchecked","1746122073732","e_x2","a","Status","3"
"1007",90,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1746122073732","e_x2","a","Status","3"
"1008",90,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1746122073732","e_x2","a","Status","3"
"1009",90,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1746122073732","e_x2","a","Status","3"
"1010",90,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1746122073732","e_x2","a","Status","3"
"1011",90,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1746122073732","e_x2","a","Status","3"
"1012",90,"interpretation-B-trials","PennController","92","_Trial_","End","1746122073732","e_x2","a","NULL","3"
"1013",91,"interpretation-B-trials","PennController","93","_Trial_","Start","1746122073735","e_x6","a","NULL","3"
"1014",91,"interpretation-B-trials","Scale","interpretation","Choice","10%","1746122082664","e_x6","a","NULL","3"
"1015",91,"interpretation-B-trials","Scale","interpretation","10%","checked","1746122084074","e_x6","a","Status","3"
"1016",91,"interpretation-B-trials","Scale","interpretation","20%","checked","1746122084074","e_x6","a","Status","3"
"1017",91,"interpretation-B-trials","Scale","interpretation","30%","checked","1746122084074","e_x6","a","Status","3"
"1018",91,"interpretation-B-trials","Scale","interpretation","40%","checked","1746122084074","e_x6","a","Status","3"
"1019",91,"interpretation-B-trials","Scale","interpretation","50%","checked","1746122084074","e_x6","a","Status","3"
"1020",91,"interpretation-B-trials","Scale","interpretation","60%","checked","1746122084074","e_x6","a","Status","3"
"1021",91,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1746122084074","e_x6","a","Status","3"
"1022",91,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1746122084074","e_x6","a","Status","3"
"1023",91,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1746122084074","e_x6","a","Status","3"
"1024",91,"interpretation-B-trials","PennController","93","_Trial_","End","1746122084075","e_x6","a","NULL","3"
"1025",92,"interpretation-B-trials","PennController","94","_Trial_","Start","1746122084077","e_x9","a","NULL","3"
"1026",92,"interpretation-B-trials","Scale","interpretation","Choice","10%","1746122096513","e_x9","a","NULL","3"
"1027",92,"interpretation-B-trials","Scale","interpretation","10%","checked","1746122097938","e_x9","a","Status","3"
"1028",92,"interpretation-B-trials","Scale","interpretation","20%","checked","1746122097938","e_x9","a","Status","3"
"1029",92,"interpretation-B-trials","Scale","interpretation","30%","checked","1746122097938","e_x9","a","Status","3"
"1030",92,"interpretation-B-trials","Scale","interpretation","40%","checked","1746122097938","e_x9","a","Status","3"
"1031",92,"interpretation-B-trials","Scale","interpretation","50%","checked","1746122097938","e_x9","a","Status","3"
"1032",92,"interpretation-B-trials","Scale","interpretation","60%","checked","1746122097938","e_x9","a","Status","3"
"1033",92,"interpretation-B-trials","Scale","interpretation","70%","checked","1746122097938","e_x9","a","Status","3"
"1034",92,"interpretation-B-trials","Scale","interpretation","80%","checked","1746122097938","e_x9","a","Status","3"
"1035",92,"interpretation-B-trials","Scale","interpretation","90%","checked","1746122097938","e_x9","a","Status","3"
"1036",92,"interpretation-B-trials","PennController","94","_Trial_","End","1746122097938","e_x9","a","NULL","3"
"1037",93,"interpretation-B-trials","PennController","95","_Trial_","Start","1746122097940","e_x5","a","NULL","3"
"1038",93,"interpretation-B-trials","Scale","interpretation","Choice","10%","1746122108490","e_x5","a","NULL","3"
"1039",93,"interpretation-B-trials","Scale","interpretation","10%","checked","1746122109667","e_x5","a","Status","3"
"1040",93,"interpretation-B-trials","Scale","interpretation","20%","checked","1746122109667","e_x5","a","Status","3"
"1041",93,"interpretation-B-trials","Scale","interpretation","30%","checked","1746122109667","e_x5","a","Status","3"
"1042",93,"interpretation-B-trials","Scale","interpretation","40%","checked","1746122109667","e_x5","a","Status","3"
"1043",93,"interpretation-B-trials","Scale","interpretation","50%","checked","1746122109667","e_x5","a","Status","3"
"1044",93,"interpretation-B-trials","Scale","interpretation","60%","checked","1746122109667","e_x5","a","Status","3"
"1045",93,"interpretation-B-trials","Scale","interpretation","70%","checked","1746122109667","e_x5","a","Status","3"
"1046",93,"interpretation-B-trials","Scale","interpretation","80%","checked","1746122109667","e_x5","a","Status","3"
"1047",93,"interpretation-B-trials","Scale","interpretation","90%","checked","1746122109667","e_x5","a","Status","3"
"1048",93,"interpretation-B-trials","PennController","95","_Trial_","End","1746122109668","e_x5","a","NULL","3"
"1049",94,"break-3","PennController","19","_Trial_","Start","1746122109670","NULL","","","3"
"1050",94,"break-3","PennController","19","_Trial_","End","1746122111834","NULL","","","3"
"1051",95,"demographics","PennController","20","_Trial_","Start","1746122111835","NULL","","","3"
"1052",95,"demographics","Html","demographics_survey","gender","54","1746122177679","text input","","","3"
"1053",95,"demographics","Html","demographics_survey","years_us","20","1746122177679","text input","","","3"
"1054",95,"demographics","Html","demographics_survey","us_state","TX","1746122177679","text input","","","3"
"1055",95,"demographics","Html","demographics_survey","first_lang","","1746122177679","text input","","","3"
"1056",95,"demographics","Html","demographics_survey","speak","54","1746122177679","text input","","","3"
"1057",95,"demographics","Html","demographics_survey","gender","Female","1746122177680","radio button","","","3"
"1058",95,"demographics","Html","demographics_survey","in_us","Yes","1746122177680","radio button","","","3"
"1059",95,"demographics","Html","demographics_survey","X","3","1746122177680","radio button","","","3"
"1060",95,"demographics","Html","demographics_survey","Y","3","1746122177680","radio button","","","3"
"1061",95,"demographics","Html","demographics_survey","native_eng","Yes","1746122177680","radio button","","","3"
"1062",95,"demographics","Html","demographics_survey","first_eng","Yes","1746122177680","radio button","","","3"
"1063",95,"demographics","Html","demographics_survey","learn_eng","Less than 5","1746122177680","radio button","","","3"
"1064",95,"demographics","Html","demographics_survey","home_eng","90to100","1746122177680","radio button","","","3"
"1065",95,"demographics","Html","demographics_survey","work_eng","90to100","1746122177680","radio button","","","3"
"1066",95,"demographics","Html","demographics_survey","social_eng","90to100","1746122177680","radio button","","","3"
"1067",95,"demographics","PennController","20","_Trial_","End","1746122177681","NULL","","","3"
"1068",1,"consent","PennController","0","_Trial_","Start","1746121682471","NULL","","","5"
"1069",1,"consent","Html","consent_form","prolific_id","67bdfe37cfbaa2551141486a","1746121703377","text input","","","5"
"1070",1,"consent","Html","consent_form","consent","checked","1746121703377","checkbox","","","5"
"1071",1,"consent","PennController","0","_Trial_","End","1746121703377","NULL","","","5"
"1072",2,"instruction-start","PennController","1","_Trial_","Start","1746121703379","NULL","","","5"
"1073",2,"instruction-start","PennController","1","_Trial_","End","1746121763719","NULL","","","5"
"1074",3,"instruction-gumball","PennController","2","_Trial_","Start","1746121763721","NULL","","","5"
"1075",3,"instruction-gumball","PennController","2","_Trial_","End","1746121793015","NULL","","","5"
"1076",4,"instruction-A-1","PennController","3","_Trial_","Start","1746121793015","NULL","","","5"
"1077",4,"instruction-A-1","PennController","3","_Trial_","End","1746121819079","NULL","","","5"
"1078",5,"check-A-1","PennController","4","_Trial_","Start","1746121819080","NULL","","","5"
"1079",5,"check-A-1","Button","go-back","Click",NA,"Never","NULL","","","5"
"1080",5,"check-A-1","Button","proceed","Click","Click","1746121848671","NULL","","","5"
"1081",5,"check-A-1","PennController","4","_Trial_","End","1746121848672","NULL","","","5"
"1082",6,"instruction-slider-1","PennController","5","_Trial_","Start","1746121848673","NULL","","","5"
"1083",6,"instruction-slider-1","PennController","5","_Trial_","End","1746121889078","NULL","","","5"
"1084",7,"check-slider-1","PennController","6","_Trial_","Start","1746121889079","NULL","","","5"
"1085",7,"check-slider-1","PennController","6","_Trial_","End","1746121915583","NULL","","","5"
