group,id,condition,context,instruction,probably,might,bare,type,correct,incorrect,content,question
c,g_o3,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 70% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 30% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o6,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 40% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 60% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o5,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 50% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 50% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o5,gumball,Please select the percentage of <span style='color: #FFA500'>orange</span> gumballs you just saw.,,,,,attention-check,50%,30%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o8,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 20% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 80% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o8,gumball,Please select the percentage of <span style='color: #FFA500'>orange</span> gumballs you just saw.,,,,,attention-check,80%,60%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o2,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 80% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 20% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o5,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 50% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 50% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o6,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 40% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 60% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o6,gumball,Please select the percentage of <span style='color: #FFA500'>orange</span> gumballs you just saw.,,,,,attention-check,60%,40%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o3,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 70% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 30% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o3,gumball,Please select the percentage of <span style='color: #FFA500'>orange</span> gumballs you just saw.,,,,,attention-check,30%,10%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o9,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 10% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 90% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o1,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 90% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 10% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o1,gumball,Please select the percentage of <span style='color: #FFA500'>orange</span> gumballs you just saw.,,,,,attention-check,10%,30%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o4,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 60% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 40% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o7,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 30% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 70% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o7,gumball,Please select the percentage of <span style='color: #FFA500'>orange</span> gumballs you just saw.,,,,,attention-check,70%,50%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o2,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 80% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 20% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
c,g_o8,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 20% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 80% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o9,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 10% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 90% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o3,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 70% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 30% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o6,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 40% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 60% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o1,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 90% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 10% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o7,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 30% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 70% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o4,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 60% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 40% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o5,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 50% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 50% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o5,gumball,Please select the percentage of <span style='color: #FFA500'>orange</span> gumballs you just saw.,,,,,attention-check,50%,30%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o2,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 80% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 20% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o2,gumball,Please select the percentage of <span style='color: #FFA500'>orange</span> gumballs you just saw.,,,,,attention-check,20%,40%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o8,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 20% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 80% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o5,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 50% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 50% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o4,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 60% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 40% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o4,gumball,Please select the percentage of <span style='color: #FFA500'>orange</span> gumballs you just saw.,,,,,attention-check,40%,20%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o7,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 30% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 70% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o7,gumball,Please select the percentage of <span style='color: #FFA500'>orange</span> gumballs you just saw.,,,,,attention-check,70%,50%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o1,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 90% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 10% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o9,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 10% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 90% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o9,gumball,Please select the percentage of <span style='color: #FFA500'>orange</span> gumballs you just saw.,,,,,attention-check,90%,70%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o6,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 40% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 60% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o3,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 70% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 30% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o3,gumball,Please select the percentage of <span style='color: #FFA500'>orange</span> gumballs you just saw.,,,,,attention-check,30%,10%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o8,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 20% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 80% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
d,g_o2,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get an <span style='color: #FFA500'>orange</span> one,You might get an <span style='color: #FFA500'>orange</span> one,You will not get an <span style='color: #FFA500'>orange</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 80% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 20% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get an <span style='color: #FFA500'>orange</span> gumball?<br>-------------------------------------------<br>
e,g_p2,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get a <span style='color: #BF40BF'>purple</span> one,You might get a <span style='color: #BF40BF'>purple</span> one,You will not get a <span style='color: #BF40BF'>purple</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 20% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 80% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get a <span style='color: #BF40BF'>purple</span> gumball?<br>-------------------------------------------<br>
e,g_p8,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get a <span style='color: #BF40BF'>purple</span> one,You might get a <span style='color: #BF40BF'>purple</span> one,You will not get a <span style='color: #BF40BF'>purple</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 80% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 20% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get a <span style='color: #BF40BF'>purple</span> gumball?<br>-------------------------------------------<br>
e,g_p3,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get a <span style='color: #BF40BF'>purple</span> one,You might get a <span style='color: #BF40BF'>purple</span> one,You will not get a <span style='color: #BF40BF'>purple</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 30% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 70% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get a <span style='color: #BF40BF'>purple</span> gumball?<br>-------------------------------------------<br>
e,g_p9,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get a <span style='color: #BF40BF'>purple</span> one,You might get a <span style='color: #BF40BF'>purple</span> one,You will not get a <span style='color: #BF40BF'>purple</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 90% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 10% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get a <span style='color: #BF40BF'>purple</span> gumball?<br>-------------------------------------------<br>
e,g_p5,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get a <span style='color: #BF40BF'>purple</span> one,You might get a <span style='color: #BF40BF'>purple</span> one,You will not get a <span style='color: #BF40BF'>purple</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 50% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 50% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get a <span style='color: #BF40BF'>purple</span> gumball?<br>-------------------------------------------<br>
e,g_p6,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get a <span style='color: #BF40BF'>purple</span> one,You might get a <span style='color: #BF40BF'>purple</span> one,You will not get a <span style='color: #BF40BF'>purple</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 60% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 40% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get a <span style='color: #BF40BF'>purple</span> gumball?<br>-------------------------------------------<br>
e,g_p4,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get a <span style='color: #BF40BF'>purple</span> one,You might get a <span style='color: #BF40BF'>purple</span> one,You will not get a <span style='color: #BF40BF'>purple</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 40% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 60% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get a <span style='color: #BF40BF'>purple</span> gumball?<br>-------------------------------------------<br>
e,g_p4,gumball,Please select the percentage of <span style='color: #BF40BF'>purple</span> gumballs you just saw.,,,,,attention-check,40%,20%,,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get a <span style='color: #BF40BF'>purple</span> gumball?<br>-------------------------------------------<br>
e,g_p7,gumball,Person <b>A</b> wants to know what gumball will be dispensed bassed on the image below.,How likely are you to respond to A with each of the following responses?,You will probably get a <span style='color: #BF40BF'>purple</span> one,You might get a <span style='color: #BF40BF'>purple</span> one,You will not get a <span style='color: #BF40BF'>purple</span> one,experimental-trial,,,------------------------------------------<br>SCENE<br>You see a gumball machine with: <br>  • 70% <span style='color: #BF40BF'>purple</span> gumballs<br>  • 30% <span style='color: #FFA500'>orange</span> gumballs,-------------------------------------------<br>QUESTION<br><b>A</b>: Will I get a <span style='color: #BF40BF'>purple</span> gumball?<br>-------------------------------------------<br>
