group,id,condition,context,question,image,probably,might,bare,type,correct,incorrect
d,g_p9,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_90.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_p9,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_90.png,gumball_purple_70.png
d,g_p7,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_70.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_p7,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_70.png,gumball_purple_50.png
d,g_p5,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_50.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_o1,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_10.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
d,g_o1,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_10.png,gumball_orange_30.png
d,g_p2,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_20.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_p3,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_30.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_o8,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_80.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
d,g_o9,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_90.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
d,g_o9,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_90.png,gumball_orange_70.png
d,g_o4,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_40.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
d,g_o3,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_30.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
d,g_o3,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_30.png,gumball_orange_10.png
d,g_p6,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_60.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_p6,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_60.png,gumball_purple_40.png
d,g_p8,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_80.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_o6,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_60.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
d,g_p4,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_40.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_p1,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_10.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_o5,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_50.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
d,g_p1,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_10.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_o4,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_40.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
d,g_p7,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_70.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_p2,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_20.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_p2,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_20.png,gumball_purple_40.png
d,g_p3,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_30.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_p6,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_60.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_p6,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_60.png,gumball_purple_40.png
d,g_o7,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_70.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
d,g_p9,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_90.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_p8,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_80.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_o1,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_10.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
d,g_o1,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_10.png,gumball_orange_30.png
d,g_o8,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_80.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
d,g_o2,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_20.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
d,g_o2,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_20.png,gumball_orange_40.png
d,g_p5,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_50.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_p4,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_40.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
d,g_o3,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_30.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
d,g_o3,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_30.png,gumball_orange_10.png
d,g_o6,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_60.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
d,g_o9,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_90.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_p1,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_10.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_p4,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_40.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_p4,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_40.png,gumball_purple_20.png
e,g_p7,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_70.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_o6,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_60.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_o6,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_60.png,gumball_orange_40.png
e,g_o5,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_50.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_o5,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_50.png,gumball_orange_30.png
e,g_p8,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_80.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_p2,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_20.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_p2,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_20.png,gumball_purple_40.png
e,g_p9,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_90.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_o2,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_20.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_o1,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_10.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_p3,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_30.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_p3,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_30.png,gumball_purple_10.png
e,g_o4,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_40.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_o7,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_70.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_o7,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_70.png,gumball_orange_50.png
e,g_o8,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_80.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_o8,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_80.png,gumball_orange_60.png
e,g_o3,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_30.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_p6,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_60.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_o9,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_90.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_p5,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_50.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_o9,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_90.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_o6,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_60.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_p4,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_40.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_o2,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_20.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_o4,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_40.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_o4,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_40.png,gumball_orange_20.png
e,g_p7,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_70.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_p6,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_60.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_p6,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_60.png,gumball_purple_40.png
e,g_p1,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_10.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_p2,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_20.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_o7,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_70.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_o8,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_80.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_o8,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_80.png,gumball_orange_60.png
e,g_p9,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_90.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_o5,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_50.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_o5,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_50.png,gumball_orange_30.png
e,g_o3,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_30.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_o1,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_10.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
e,g_p8,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_80.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_p8,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_80.png,gumball_purple_60.png
e,g_p5,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_50.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
e,g_p3,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_30.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_p9,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_90.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_p6,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_60.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_p6,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_60.png,gumball_purple_40.png
f,g_p3,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_30.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_o4,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_40.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_o4,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_40.png,gumball_orange_20.png
f,g_o5,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_50.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_o5,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_50.png,gumball_orange_30.png
f,g_p2,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_20.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_p8,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_80.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_p8,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_80.png,gumball_purple_60.png
f,g_p1,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_10.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_o8,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_80.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_o9,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_90.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_p7,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_70.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_p7,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_70.png,gumball_purple_50.png
f,g_o6,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_60.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_o3,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_30.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_o3,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_30.png,gumball_orange_10.png
f,g_o2,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_20.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_o2,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_20.png,gumball_orange_40.png
f,g_o7,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_70.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_p4,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_40.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_o1,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_10.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_p5,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_50.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_o1,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_10.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_o4,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_40.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_p6,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_60.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_o8,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_80.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_o6,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_60.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_o6,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_60.png,gumball_orange_40.png
f,g_p3,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_30.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_p4,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_40.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_p4,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_40.png,gumball_purple_20.png
f,g_p9,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_90.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_p8,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_80.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_o3,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_30.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_o2,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_20.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_o2,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_20.png,gumball_orange_40.png
f,g_p1,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_10.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_o5,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_50.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_o5,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_50.png,gumball_orange_30.png
f,g_o7,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_70.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_o9,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_90.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
f,g_p2,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_20.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_p2,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_20.png,gumball_purple_40.png
f,g_p5,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_50.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
f,g_p7,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_70.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
g,g_o1,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_10.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
g,g_o4,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_40.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
g,g_o4,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_orange_40.png,gumball_orange_20.png
g,g_o7,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_70.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
g,g_p6,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_60.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
g,g_p6,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_60.png,gumball_purple_40.png
g,g_p5,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_purple_50.png,You will probably get a purple one,You might get a purple one,You will not get a purple one,experimental-trial,,
g,g_p5,gumball,Please select the image you just saw.,,,,,,attention-check,gumball_purple_50.png,gumball_purple_30.png
g,g_o8,gumball,Person <b>A</b> wants to know what gumball will be dispensed based on the image below.,How likely are you to respond to A with each of the following responses?,gumball_orange_80.png,You will probably get an orange one,You might get an orange one,You will not get an orange one,experimental-trial,,
