"","Order.number.of.item","Label","PennElementType","PennElementName","Parameter","Value","EventTime","trial_id","group","Comments","random_id"
"2414",14,"practice-end","PennController","8","_Trial_","End","1732469707063","NULL","","","74"
"2415",15,"trials-gumball","PennController","23","_Trial_","Start","1732469707064","g_o7","d","NULL","74"
"2416",15,"trials-gumball","Image","image","Print",NA,"1732469707065","g_o7","d","NULL","74"
"2417",15,"trials-gumball","Scale","slider-1","Choice","78","1732469713748","g_o7","d","1323","74"
"2418",15,"trials-gumball","Scale","slider-2","Choice","17","1732469715320","g_o7","d","778","74"
"2419",15,"trials-gumball","Scale","slider-3","Default","0","1732469707066","g_o7","d","slider","74"
"2420",15,"trials-gumball","PennController","23","_Trial_","End","1732469716209","g_o7","d","NULL","74"
"2421",16,"trials-gumball","PennController","24","_Trial_","Start","1732469716210","g_o5","d","NULL","74"
"2422",16,"trials-gumball","Image","image","Print",NA,"1732469716211","g_o5","d","NULL","74"
"2423",16,"trials-gumball","Scale","slider-1","Default","0","1732469716212","g_o5","d","slider","74"
"2424",16,"trials-gumball","Scale","slider-2","Choice","100","1732469719579","g_o5","d","454","74"
"2425",16,"trials-gumball","Scale","slider-3","Default","0","1732469716212","g_o5","d","slider","74"
"2426",16,"trials-gumball","PennController","24","_Trial_","End","1732469720753","g_o5","d","NULL","74"
"2427",17,"trials-gumball","PennController","25","_Trial_","Start","1732469720754","g_o5","d","NULL","74"
"2428",17,"trials-gumball","Selector","selection","Selection","correct","1732469722787","g_o5","d","correct;incorrect","74"
"2429",17,"trials-gumball","PennController","25","_Trial_","End","1732469723540","g_o5","d","NULL","74"
"2430",18,"trials-gumball","PennController","26","_Trial_","Start","1732469723541","g_o2","d","NULL","74"
"2431",18,"trials-gumball","Image","image","Print",NA,"1732469723542","g_o2","d","NULL","74"
"2432",18,"trials-gumball","Scale","slider-1","Default","0","1732469723543","g_o2","d","slider","74"
"2433",18,"trials-gumball","Scale","slider-2","Choice","86","1732469729558","g_o2","d","1166","74"
"2434",18,"trials-gumball","Scale","slider-3","Choice","13","1732469731122","g_o2","d","547","74"
"2435",18,"trials-gumball","PennController","26","_Trial_","End","1732469731755","g_o2","d","NULL","74"
"2436",19,"trials-gumball","PennController","27","_Trial_","Start","1732469731756","g_p9","d","NULL","74"
"2437",19,"trials-gumball","Image","image","Print",NA,"1732469731757","g_p9","d","NULL","74"
"2438",19,"trials-gumball","Scale","slider-1","Choice","100","1732469734627","g_p9","d","352","74"
"2439",19,"trials-gumball","Scale","slider-2","Default","0","1732469731758","g_p9","d","slider","74"
"2440",19,"trials-gumball","Scale","slider-3","Default","0","1732469731758","g_p9","d","slider","74"
"2441",19,"trials-gumball","PennController","27","_Trial_","End","1732469735459","g_p9","d","NULL","74"
"2442",20,"trials-gumball","PennController","28","_Trial_","Start","1732469735460","g_p9","d","NULL","74"
"2443",20,"trials-gumball","Selector","selection","Selection","correct","1732469737561","g_p9","d","incorrect;correct","74"
"2444",20,"trials-gumball","PennController","28","_Trial_","End","1732469738777","g_p9","d","NULL","74"
"2445",21,"trials-gumball","PennController","29","_Trial_","Start","1732469738778","g_p7","d","NULL","74"
"2446",21,"trials-gumball","Image","image","Print",NA,"1732469738778","g_p7","d","NULL","74"
"2447",21,"trials-gumball","Scale","slider-1","Choice","33","1732469746614","g_p7","d","573","74"
"2448",21,"trials-gumball","Scale","slider-2","Choice","60","1732469745256","g_p7","d","381","74"
"2449",21,"trials-gumball","Scale","slider-3","Default","0","1732469738780","g_p7","d","slider","74"
"2450",21,"trials-gumball","PennController","29","_Trial_","End","1732469747479","g_p7","d","NULL","74"
"2451",22,"trials-gumball","PennController","30","_Trial_","Start","1732469747480","g_p7","d","NULL","74"
"2452",22,"trials-gumball","Selector","selection","Selection","correct","1732469749415","g_p7","d","incorrect;correct","74"
"2453",22,"trials-gumball","PennController","30","_Trial_","End","1732469750263","g_p7","d","NULL","74"
"2454",23,"trials-gumball","PennController","31","_Trial_","Start","1732469750264","g_p5","d","NULL","74"
"2455",23,"trials-gumball","Image","image","Print",NA,"1732469750265","g_p5","d","NULL","74"
"2456",23,"trials-gumball","Scale","slider-1","Default","0","1732469750266","g_p5","d","slider","74"
"2457",23,"trials-gumball","Scale","slider-2","Choice","100","1732469753660","g_p5","d","536","74"
"2458",23,"trials-gumball","Scale","slider-3","Default","0","1732469750266","g_p5","d","slider","74"
"2459",23,"trials-gumball","PennController","31","_Trial_","End","1732469754818","g_p5","d","NULL","74"
"2460",24,"trials-gumball","PennController","32","_Trial_","Start","1732469754819","g_o1","d","NULL","74"
"2461",24,"trials-gumball","Image","image","Print",NA,"1732469754820","g_o1","d","NULL","74"
"2462",24,"trials-gumball","Scale","slider-1","Default","0","1732469754821","g_o1","d","slider","74"
"2463",24,"trials-gumball","Scale","slider-2","Choice","67","1732469762112","g_o1","d","538","74"
"2464",24,"trials-gumball","Scale","slider-3","Choice","28","1732469760906","g_o1","d","1898","74"
"2465",24,"trials-gumball","PennController","32","_Trial_","End","1732469762782","g_o1","d","NULL","74"
"2466",25,"trials-gumball","PennController","33","_Trial_","Start","1732469762784","g_o1","d","NULL","74"
"2467",25,"trials-gumball","Selector","selection","Selection","correct","1732469764664","g_o1","d","correct;incorrect","74"
"2468",25,"trials-gumball","PennController","33","_Trial_","End","1732469765408","g_o1","d","NULL","74"
"2469",26,"trials-gumball","PennController","34","_Trial_","Start","1732469765409","g_p2","d","NULL","74"
"2470",26,"trials-gumball","Image","image","Print",NA,"1732469765410","g_p2","d","NULL","74"
"2471",26,"trials-gumball","Scale","slider-1","Default","0","1732469765411","g_p2","d","slider","74"
"2472",26,"trials-gumball","Scale","slider-2","Choice","84","1732469774065","g_p2","d","1157","74"
"2473",26,"trials-gumball","Scale","slider-3","Choice","22","1732469772296","g_p2","d","1605","74"
"2474",26,"trials-gumball","PennController","34","_Trial_","End","1732469774715","g_p2","d","NULL","74"
"2475",27,"trials-gumball","PennController","35","_Trial_","Start","1732469774716","g_p3","d","NULL","74"
"2476",27,"trials-gumball","Image","image","Print",NA,"1732469774717","g_p3","d","NULL","74"
"2477",27,"trials-gumball","Scale","slider-1","Default","0","1732469774717","g_p3","d","slider","74"
"2478",27,"trials-gumball","Scale","slider-2","Choice","100","1732469779767","g_p3","d","309","74"
"2479",27,"trials-gumball","Scale","slider-3","Default","0","1732469774718","g_p3","d","slider","74"
"2480",27,"trials-gumball","PennController","35","_Trial_","End","1732469780577","g_p3","d","NULL","74"
"2481",28,"trials-gumball","PennController","36","_Trial_","Start","1732469780579","g_o8","d","NULL","74"
"2482",28,"trials-gumball","Image","image","Print",NA,"1732469780579","g_o8","d","NULL","74"
"2483",28,"trials-gumball","Scale","slider-1","Choice","100","1732469784527","g_o8","d","402","74"
"2484",28,"trials-gumball","Scale","slider-2","Default","0","1732469780580","g_o8","d","slider","74"
"2485",28,"trials-gumball","Scale","slider-3","Default","0","1732469780581","g_o8","d","slider","74"
"2486",28,"trials-gumball","PennController","36","_Trial_","End","1732469785491","g_o8","d","NULL","74"
"2487",29,"trials-gumball","PennController","37","_Trial_","Start","1732469785492","g_o9","d","NULL","74"
"2488",29,"trials-gumball","Image","image","Print",NA,"1732469785493","g_o9","d","NULL","74"
"2489",29,"trials-gumball","Scale","slider-1","Choice","100","1732469787773","g_o9","d","249","74"
"2490",29,"trials-gumball","Scale","slider-2","Default","0","1732469785494","g_o9","d","slider","74"
"2491",29,"trials-gumball","Scale","slider-3","Default","0","1732469785495","g_o9","d","slider","74"
"2492",29,"trials-gumball","PennController","37","_Trial_","End","1732469788609","g_o9","d","NULL","74"
"2493",30,"trials-gumball","PennController","38","_Trial_","Start","1732469788611","g_o9","d","NULL","74"
"2494",30,"trials-gumball","Selector","selection","Selection","correct","1732469790074","g_o9","d","correct;incorrect","74"
"2495",30,"trials-gumball","PennController","38","_Trial_","End","1732469790794","g_o9","d","NULL","74"
"2496",31,"trials-gumball","PennController","39","_Trial_","Start","1732469790795","g_o4","d","NULL","74"
"2497",31,"trials-gumball","Image","image","Print",NA,"1732469790796","g_o4","d","NULL","74"
"2498",31,"trials-gumball","Scale","slider-1","Default","0","1732469790797","g_o4","d","slider","74"
"2499",31,"trials-gumball","Scale","slider-2","Choice","100","1732469793625","g_o4","d","300","74"
"2500",31,"trials-gumball","Scale","slider-3","Default","0","1732469790797","g_o4","d","slider","74"
"2501",31,"trials-gumball","PennController","39","_Trial_","End","1732469794330","g_o4","d","NULL","74"
"2502",32,"trials-gumball","PennController","40","_Trial_","Start","1732469794331","g_o3","d","NULL","74"
"2503",32,"trials-gumball","Image","image","Print",NA,"1732469794332","g_o3","d","NULL","74"
"2504",32,"trials-gumball","Scale","slider-1","Default","0","1732469794332","g_o3","d","slider","74"
"2505",32,"trials-gumball","Scale","slider-2","Choice","100","1732469799957","g_o3","d","815","74"
"2506",32,"trials-gumball","Scale","slider-3","Default","0","1732469794333","g_o3","d","slider","74"
"2507",32,"trials-gumball","PennController","40","_Trial_","End","1732469801934","g_o3","d","NULL","74"
"2508",33,"trials-gumball","PennController","41","_Trial_","Start","1732469801936","g_o3","d","NULL","74"
"2509",33,"trials-gumball","Selector","selection","Selection","correct","1732469803286","g_o3","d","incorrect;correct","74"
"2510",33,"trials-gumball","PennController","41","_Trial_","End","1732469804349","g_o3","d","NULL","74"
"2511",34,"trials-gumball","PennController","42","_Trial_","Start","1732469804350","g_p6","d","NULL","74"
"2512",34,"trials-gumball","Image","image","Print",NA,"1732469804350","g_p6","d","NULL","74"
"2513",34,"trials-gumball","Scale","slider-1","Default","0","1732469804351","g_p6","d","slider","74"
"2514",34,"trials-gumball","Scale","slider-2","Choice","100","1732469807633","g_p6","d","459","74"
"2515",34,"trials-gumball","Scale","slider-3","Default","0","1732469804351","g_p6","d","slider","74"
"2516",34,"trials-gumball","PennController","42","_Trial_","End","1732469808467","g_p6","d","NULL","74"
"2517",35,"trials-gumball","PennController","43","_Trial_","Start","1732469808469","g_p6","d","NULL","74"
"2518",35,"trials-gumball","Selector","selection","Selection","correct","1732469810321","g_p6","d","incorrect;correct","74"
"2519",35,"trials-gumball","PennController","43","_Trial_","End","1732469810987","g_p6","d","NULL","74"
"2520",36,"trials-gumball","PennController","44","_Trial_","Start","1732469810988","g_p8","d","NULL","74"
"2521",36,"trials-gumball","Image","image","Print",NA,"1732469810989","g_p8","d","NULL","74"
"2522",36,"trials-gumball","Scale","slider-1","Choice","100","1732469815009","g_p8","d","1303","74"
"2523",36,"trials-gumball","Scale","slider-2","Default","0","1732469810990","g_p8","d","slider","74"
"2524",36,"trials-gumball","Scale","slider-3","Default","0","1732469810990","g_p8","d","slider","74"
"2525",36,"trials-gumball","PennController","44","_Trial_","End","1732469815902","g_p8","d","NULL","74"
"2526",37,"trials-gumball","PennController","45","_Trial_","Start","1732469815903","g_o6","d","NULL","74"
"2527",37,"trials-gumball","Image","image","Print",NA,"1732469815904","g_o6","d","NULL","74"
"2528",37,"trials-gumball","Scale","slider-1","Default","0","1732469815905","g_o6","d","slider","74"
"2529",37,"trials-gumball","Scale","slider-2","Choice","100","1732469820178","g_o6","d","955","74"
"2530",37,"trials-gumball","Scale","slider-3","Default","0","1732469815905","g_o6","d","slider","74"
"2531",37,"trials-gumball","PennController","45","_Trial_","End","1732469820918","g_o6","d","NULL","74"
"2532",38,"trials-gumball","PennController","46","_Trial_","Start","1732469820919","g_p4","d","NULL","74"
"2533",38,"trials-gumball","Image","image","Print",NA,"1732469820920","g_p4","d","NULL","74"
"2534",38,"trials-gumball","Scale","slider-1","Default","0","1732469820921","g_p4","d","slider","74"
"2535",38,"trials-gumball","Scale","slider-2","Choice","100","1732469824104","g_p4","d","497","74"
"2536",38,"trials-gumball","Scale","slider-3","Default","0","1732469820922","g_p4","d","slider","74"
"2537",38,"trials-gumball","PennController","46","_Trial_","End","1732469824920","g_p4","d","NULL","74"
"2538",39,"trials-gumball","PennController","47","_Trial_","Start","1732469824921","g_p1","d","NULL","74"
"2539",39,"trials-gumball","Image","image","Print",NA,"1732469824922","g_p1","d","NULL","74"
"2540",39,"trials-gumball","Scale","slider-1","Default","0","1732469824923","g_p1","d","slider","74"
"2541",39,"trials-gumball","Scale","slider-2","Choice","73","1732469829360","g_p1","d","720","74"
"2542",39,"trials-gumball","Scale","slider-3","Choice","30","1732469828066","g_p1","d","560","74"
"2543",39,"trials-gumball","PennController","47","_Trial_","End","1732469830020","g_p1","d","NULL","74"
"2544",40,"trials-gumball","PennController","48","_Trial_","Start","1732469830021","g_o5","d","NULL","74"
"2545",40,"trials-gumball","Image","image","Print",NA,"1732469830022","g_o5","d","NULL","74"
"2546",40,"trials-gumball","Scale","slider-1","Default","0","1732469830023","g_o5","d","slider","74"
"2547",40,"trials-gumball","Scale","slider-2","Choice","100","1732469834542","g_o5","d","469","74"
"2548",40,"trials-gumball","Scale","slider-3","Default","0","1732469830024","g_o5","d","slider","74"
"2549",40,"trials-gumball","PennController","48","_Trial_","End","1732469835572","g_o5","d","NULL","74"
"2550",41,"trials-gumball","PennController","49","_Trial_","Start","1732469835573","g_p1","d","NULL","74"
"2551",41,"trials-gumball","Image","image","Print",NA,"1732469835574","g_p1","d","NULL","74"
"2552",41,"trials-gumball","Scale","slider-1","Default","0","1732469835575","g_p1","d","slider","74"
"2553",41,"trials-gumball","Scale","slider-2","Choice","71","1732469841326","g_p1","d","469","74"
"2554",41,"trials-gumball","Scale","slider-3","Choice","41","1732469840031","g_p1","d","2039","74"
"2555",41,"trials-gumball","PennController","49","_Trial_","End","1732469842156","g_p1","d","NULL","74"
"2556",42,"trials-gumball","PennController","50","_Trial_","Start","1732469842158","g_o4","d","NULL","74"
"2557",42,"trials-gumball","Image","image","Print",NA,"1732469842159","g_o4","d","NULL","74"
"2558",42,"trials-gumball","Scale","slider-1","Default","0","1732469842160","g_o4","d","slider","74"
"2559",42,"trials-gumball","Scale","slider-2","Choice","100","1732469844645","g_o4","d","271","74"
"2560",42,"trials-gumball","Scale","slider-3","Default","0","1732469842160","g_o4","d","slider","74"
"2561",42,"trials-gumball","PennController","50","_Trial_","End","1732469845519","g_o4","d","NULL","74"
"2562",43,"trials-gumball","PennController","51","_Trial_","Start","1732469845520","g_p7","d","NULL","74"
"2563",43,"trials-gumball","Image","image","Print",NA,"1732469845521","g_p7","d","NULL","74"
"2564",43,"trials-gumball","Scale","slider-1","Choice","100","1732469850017","g_p7","d","344","74"
"2565",43,"trials-gumball","Scale","slider-2","Default","0","1732469845522","g_p7","d","slider","74"
"2566",43,"trials-gumball","Scale","slider-3","Default","0","1732469845522","g_p7","d","slider","74"
"2567",43,"trials-gumball","PennController","51","_Trial_","End","1732469850838","g_p7","d","NULL","74"
"2568",44,"trials-gumball","PennController","52","_Trial_","Start","1732469850839","g_p2","d","NULL","74"
"2569",44,"trials-gumball","Image","image","Print",NA,"1732469850840","g_p2","d","NULL","74"
"2570",44,"trials-gumball","Scale","slider-1","Default","0","1732469850841","g_p2","d","slider","74"
"2571",44,"trials-gumball","Scale","slider-2","Choice","62","1732469854246","g_p2","d","739","74"
"2572",44,"trials-gumball","Scale","slider-3","Choice","32","1732469855564","g_p2","d","596","74"
"2573",44,"trials-gumball","PennController","52","_Trial_","End","1732469856153","g_p2","d","NULL","74"
"2574",45,"trials-gumball","PennController","53","_Trial_","Start","1732469856154","g_p2","d","NULL","74"
"2575",45,"trials-gumball","Selector","selection","Selection","correct","1732469857423","g_p2","d","correct;incorrect","74"
"2576",45,"trials-gumball","PennController","53","_Trial_","End","1732469858464","g_p2","d","NULL","74"
"2577",46,"trials-gumball","PennController","54","_Trial_","Start","1732469858465","g_p3","d","NULL","74"
"2578",46,"trials-gumball","Image","image","Print",NA,"1732469858466","g_p3","d","NULL","74"
"2579",46,"trials-gumball","Scale","slider-1","Default","0","1732469858466","g_p3","d","slider","74"
"2580",46,"trials-gumball","Scale","slider-2","Choice","100","1732469862064","g_p3","d","208","74"
"2581",46,"trials-gumball","Scale","slider-3","Default","0","1732469858467","g_p3","d","slider","74"
"2582",46,"trials-gumball","PennController","54","_Trial_","End","1732469862878","g_p3","d","NULL","74"
"2583",47,"trials-gumball","PennController","55","_Trial_","Start","1732469862879","g_p6","d","NULL","74"
"2584",47,"trials-gumball","Image","image","Print",NA,"1732469862880","g_p6","d","NULL","74"
"2585",47,"trials-gumball","Scale","slider-1","Default","0","1732469862881","g_p6","d","slider","74"
"2586",47,"trials-gumball","Scale","slider-2","Choice","100","1732469865484","g_p6","d","477","74"
"2587",47,"trials-gumball","Scale","slider-3","Default","0","1732469862882","g_p6","d","slider","74"
"2588",47,"trials-gumball","PennController","55","_Trial_","End","1732469866301","g_p6","d","NULL","74"
"2589",48,"trials-gumball","PennController","56","_Trial_","Start","1732469866303","g_p6","d","NULL","74"
"2590",48,"trials-gumball","Selector","selection","Selection","incorrect","1732469868904","g_p6","d","correct;incorrect","74"
"2591",48,"trials-gumball","PennController","56","_Trial_","End","1732469869662","g_p6","d","NULL","74"
"2592",49,"trials-gumball","PennController","57","_Trial_","Start","1732469869663","g_o7","d","NULL","74"
"2593",49,"trials-gumball","Image","image","Print",NA,"1732469869664","g_o7","d","NULL","74"
"2594",49,"trials-gumball","Scale","slider-1","Choice","53","1732469874245","g_o7","d","805","74"
"2595",49,"trials-gumball","Scale","slider-2","Choice","26","1732469875672","g_o7","d","582","74"
"2596",49,"trials-gumball","Scale","slider-3","Default","0","1732469869665","g_o7","d","slider","74"
"2597",49,"trials-gumball","PennController","57","_Trial_","End","1732469876922","g_o7","d","NULL","74"
"2598",50,"trials-gumball","PennController","58","_Trial_","Start","1732469876924","g_p9","d","NULL","74"
"2599",50,"trials-gumball","Image","image","Print",NA,"1732469876925","g_p9","d","NULL","74"
"2600",50,"trials-gumball","Scale","slider-1","Choice","100","1732469879134","g_p9","d","294","74"
"2601",50,"trials-gumball","Scale","slider-2","Default","0","1732469876926","g_p9","d","slider","74"
"2602",50,"trials-gumball","Scale","slider-3","Default","0","1732469876926","g_p9","d","slider","74"
"2603",50,"trials-gumball","PennController","58","_Trial_","End","1732469879821","g_p9","d","NULL","74"
"2604",51,"trials-gumball","PennController","59","_Trial_","Start","1732469879823","g_p8","d","NULL","74"
"2605",51,"trials-gumball","Image","image","Print",NA,"1732469879824","g_p8","d","NULL","74"
"2606",51,"trials-gumball","Scale","slider-1","Choice","100","1732469881786","g_p8","d","362","74"
"2607",51,"trials-gumball","Scale","slider-2","Default","0","1732469879825","g_p8","d","slider","74"
"2608",51,"trials-gumball","Scale","slider-3","Default","0","1732469879825","g_p8","d","slider","74"
"2609",51,"trials-gumball","PennController","59","_Trial_","End","1732469882501","g_p8","d","NULL","74"
"2610",52,"trials-gumball","PennController","60","_Trial_","Start","1732469882503","g_o1","d","NULL","74"
"2611",52,"trials-gumball","Image","image","Print",NA,"1732469882504","g_o1","d","NULL","74"
"2612",52,"trials-gumball","Scale","slider-1","Default","0","1732469882504","g_o1","d","slider","74"
"2613",52,"trials-gumball","Scale","slider-2","Choice","82","1732469885699","g_o1","d","876","74"
"2614",52,"trials-gumball","Scale","slider-3","Choice","49","1732469886830","g_o1","d","457","74"
"2615",52,"trials-gumball","PennController","60","_Trial_","End","1732469887622","g_o1","d","NULL","74"
"2616",53,"trials-gumball","PennController","61","_Trial_","Start","1732469887623","g_o1","d","NULL","74"
"2617",53,"trials-gumball","Selector","selection","Selection","correct","1732469889609","g_o1","d","correct;incorrect","74"
"2618",53,"trials-gumball","PennController","61","_Trial_","End","1732469890352","g_o1","d","NULL","74"
"2619",54,"trials-gumball","PennController","62","_Trial_","Start","1732469890353","g_o8","d","NULL","74"
"2620",54,"trials-gumball","Image","image","Print",NA,"1732469890354","g_o8","d","NULL","74"
"2621",54,"trials-gumball","Scale","slider-1","Choice","100","1732469892874","g_o8","d","217","74"
"2622",54,"trials-gumball","Scale","slider-2","Default","0","1732469890355","g_o8","d","slider","74"
"2623",54,"trials-gumball","Scale","slider-3","Default","0","1732469890355","g_o8","d","slider","74"
"2624",54,"trials-gumball","PennController","62","_Trial_","End","1732469893654","g_o8","d","NULL","74"
"2625",55,"trials-gumball","PennController","63","_Trial_","Start","1732469893655","g_o2","d","NULL","74"
"2626",55,"trials-gumball","Image","image","Print",NA,"1732469893656","g_o2","d","NULL","74"
"2627",55,"trials-gumball","Scale","slider-1","Default","0","1732469893657","g_o2","d","slider","74"
"2628",55,"trials-gumball","Scale","slider-2","Choice","66","1732469897613","g_o2","d","924","74"
"2629",55,"trials-gumball","Scale","slider-3","Choice","10","1732469899672","g_o2","d","412","74"
"2630",55,"trials-gumball","PennController","63","_Trial_","End","1732469900225","g_o2","d","NULL","74"
"2631",56,"trials-gumball","PennController","64","_Trial_","Start","1732469900226","g_o2","d","NULL","74"
"2632",56,"trials-gumball","Selector","selection","Selection","correct","1732469902460","g_o2","d","correct;incorrect","74"
"2633",56,"trials-gumball","PennController","64","_Trial_","End","1732469903478","g_o2","d","NULL","74"
"2634",57,"trials-gumball","PennController","65","_Trial_","Start","1732469903479","g_p5","d","NULL","74"
"2635",57,"trials-gumball","Image","image","Print",NA,"1732469903480","g_p5","d","NULL","74"
"2636",57,"trials-gumball","Scale","slider-1","Default","0","1732469903481","g_p5","d","slider","74"
"2637",57,"trials-gumball","Scale","slider-2","Choice","100","1732469906966","g_p5","d","210","74"
"2638",57,"trials-gumball","Scale","slider-3","Default","0","1732469903481","g_p5","d","slider","74"
"2639",57,"trials-gumball","PennController","65","_Trial_","End","1732469907706","g_p5","d","NULL","74"
"2640",58,"trials-gumball","PennController","66","_Trial_","Start","1732469907707","g_p4","d","NULL","74"
"2641",58,"trials-gumball","Image","image","Print",NA,"1732469907708","g_p4","d","NULL","74"
"2642",58,"trials-gumball","Scale","slider-1","Default","0","1732469907709","g_p4","d","slider","74"
"2643",58,"trials-gumball","Scale","slider-2","Choice","100","1732469909807","g_p4","d","318","74"
"2644",58,"trials-gumball","Scale","slider-3","Default","0","1732469907709","g_p4","d","slider","74"
"2645",58,"trials-gumball","PennController","66","_Trial_","End","1732469912959","g_p4","d","NULL","74"
"2646",59,"trials-gumball","PennController","67","_Trial_","Start","1732469912960","g_o3","d","NULL","74"
"2647",59,"trials-gumball","Image","image","Print",NA,"1732469912961","g_o3","d","NULL","74"
"2648",59,"trials-gumball","Scale","slider-1","Default","0","1732469912962","g_o3","d","slider","74"
"2649",59,"trials-gumball","Scale","slider-2","Choice","65","1732469915855","g_o3","d","799","74"
"2650",59,"trials-gumball","Scale","slider-3","Choice","16","1732469917074","g_o3","d","332","74"
"2651",59,"trials-gumball","PennController","67","_Trial_","End","1732469917716","g_o3","d","NULL","74"
"2652",60,"trials-gumball","PennController","68","_Trial_","Start","1732469917717","g_o3","d","NULL","74"
"2653",60,"trials-gumball","Selector","selection","Selection","incorrect","1732469922309","g_o3","d","correct;incorrect","74"
"2654",60,"trials-gumball","PennController","68","_Trial_","End","1732469924002","g_o3","d","NULL","74"
"2655",61,"trials-gumball","PennController","69","_Trial_","Start","1732469924003","g_o6","d","NULL","74"
"2656",61,"trials-gumball","Image","image","Print",NA,"1732469924004","g_o6","d","NULL","74"
"2657",61,"trials-gumball","Scale","slider-1","Default","0","1732469924004","g_o6","d","slider","74"
"2658",61,"trials-gumball","Scale","slider-2","Choice","100","1732469928573","g_o6","d","234","74"
"2659",61,"trials-gumball","Scale","slider-3","Default","0","1732469924005","g_o6","d","slider","74"
"2660",61,"trials-gumball","PennController","69","_Trial_","End","1732469929388","g_o6","d","NULL","74"
"2661",62,"trials-gumball","PennController","70","_Trial_","Start","1732469929389","g_o9","d","NULL","74"
"2662",62,"trials-gumball","Image","image","Print",NA,"1732469929390","g_o9","d","NULL","74"
"2663",62,"trials-gumball","Scale","slider-1","Choice","100","1732469932158","g_o9","d","268","74"
"2664",62,"trials-gumball","Scale","slider-2","Default","0","1732469929391","g_o9","d","slider","74"
"2665",62,"trials-gumball","Scale","slider-3","Default","0","1732469929391","g_o9","d","slider","74"
"2666",62,"trials-gumball","PennController","70","_Trial_","End","1732469932897","g_o9","d","NULL","74"
"2667",63,"intermission","PennController","9","_Trial_","Start","1732469932899","NULL","","","74"
"2668",63,"intermission","PennController","9","_Trial_","End","1732469934501","NULL","","","74"
"2669",64,"instruction-unk-election","PennController","10","_Trial_","Start","1732469934502","NULL","","","74"
"2670",64,"instruction-unk-election","PennController","10","_Trial_","End","1732469947196","NULL","","","74"
"2671",65,"instruction-A-2","PennController","11","_Trial_","Start","1732469947197","NULL","","","74"
"2672",65,"instruction-A-2","PennController","11","_Trial_","End","1732469953060","NULL","","","74"
"2673",66,"check-A-2","PennController","12","_Trial_","Start","1732469953061","NULL","","","74"
"2674",66,"check-A-2","Button","go-back","Click",NA,"Never","NULL","","","74"
"2675",66,"check-A-2","Button","proceed","Click","Click","1732469954842","NULL","","","74"
"2676",66,"check-A-2","PennController","12","_Trial_","End","1732469954843","NULL","","","74"
"2677",67,"instruction-slider-2","PennController","13","_Trial_","Start","1732469954844","NULL","","","74"
"2678",67,"instruction-slider-2","PennController","13","_Trial_","End","1732469959483","NULL","","","74"
"2679",68,"check-slider-2","PennController","14","_Trial_","Start","1732469959484","NULL","","","74"
"2680",68,"check-slider-2","Button","proceed","Click","Click","1732469963678","NULL","","","74"
"2681",68,"check-slider-2","PennController","14","_Trial_","End","1732469963679","NULL","","","74"
"2682",69,"trials-unk-election","PennController","71","_Trial_","Start","1732469963680","e_x6","d","NULL","74"
"2683",69,"trials-unk-election","Image","image","Print",NA,"1732469963681","e_x6","d","NULL","74"
"2684",69,"trials-unk-election","Scale","slider-1","Default","0","1732469963682","e_x6","d","slider","74"
"2685",69,"trials-unk-election","Scale","slider-2","Choice","100","1732469973109","e_x6","d","3088","74"
"2686",69,"trials-unk-election","Scale","slider-3","Default","0","1732469963682","e_x6","d","slider","74"
"2687",69,"trials-unk-election","PennController","71","_Trial_","End","1732469973896","e_x6","d","NULL","74"
"2688",70,"trials-unk-election","PennController","72","_Trial_","Start","1732469973897","e_y6","d","NULL","74"
"2689",70,"trials-unk-election","Image","image","Print",NA,"1732469973898","e_y6","d","NULL","74"
"2690",70,"trials-unk-election","Scale","slider-1","Default","0","1732469973899","e_y6","d","slider","74"
"2691",70,"trials-unk-election","Scale","slider-2","Choice","100","1732469979801","e_y6","d","496","74"
"2692",70,"trials-unk-election","Scale","slider-3","Default","0","1732469973900","e_y6","d","slider","74"
"2693",70,"trials-unk-election","PennController","72","_Trial_","End","1732469980623","e_y6","d","NULL","74"
"2694",71,"trials-unk-election","PennController","73","_Trial_","Start","1732469980624","e_y6","d","NULL","74"
"2695",71,"trials-unk-election","Selector","selection","Selection","correct","1732469982309","e_y6","d","incorrect;correct","74"
"2696",71,"trials-unk-election","PennController","73","_Trial_","End","1732469983078","e_y6","d","NULL","74"
"2697",72,"trials-unk-election","PennController","74","_Trial_","Start","1732469983079","e_x8","d","NULL","74"
"2698",72,"trials-unk-election","Image","image","Print",NA,"1732469983080","e_x8","d","NULL","74"
"2699",72,"trials-unk-election","Scale","slider-1","Choice","100","1732469985646","e_x8","d","324","74"
"2700",72,"trials-unk-election","Scale","slider-2","Default","0","1732469983080","e_x8","d","slider","74"
"2701",72,"trials-unk-election","Scale","slider-3","Default","0","1732469983080","e_x8","d","slider","74"
"2702",72,"trials-unk-election","PennController","74","_Trial_","End","1732469986620","e_x8","d","NULL","74"
"2703",73,"trials-unk-election","PennController","75","_Trial_","Start","1732469986621","e_x1","d","NULL","74"
"2704",73,"trials-unk-election","Image","image","Print",NA,"1732469986622","e_x1","d","NULL","74"
"2705",73,"trials-unk-election","Scale","slider-1","Default","0","1732469986623","e_x1","d","slider","74"
"2706",73,"trials-unk-election","Scale","slider-2","Choice","46","1732469991583","e_x1","d","1179","74"
