"","Order.number.of.item","Label","PennElementType","PennElementName","Parameter","Value","EventTime","trial_id","group","Comments","random_id"
"12451",91,"interpretation-B-trials","Scale","interpretation","10%","checked","1753804694893","g_p1","e","Status","94"
"12452",91,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1753804694893","g_p1","e","Status","94"
"12453",91,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1753804694893","g_p1","e","Status","94"
"12454",91,"interpretation-B-trials","Scale","interpretation","40%","unchecked","1753804694893","g_p1","e","Status","94"
"12455",91,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1753804694893","g_p1","e","Status","94"
"12456",91,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1753804694893","g_p1","e","Status","94"
"12457",91,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1753804694893","g_p1","e","Status","94"
"12458",91,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1753804694893","g_p1","e","Status","94"
"12459",91,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1753804694893","g_p1","e","Status","94"
"12460",91,"interpretation-B-trials","Scale","interpretation","Choice","10%","1753804693917","g_p1","e","NULL","94"
"12461",91,"interpretation-B-trials","PennController","93","_Trial_","End","1753804694894","g_p1","e","NULL","94"
"12462",92,"interpretation-B-trials","PennController","94","_Trial_","Start","1753804694894","g_p5","e","NULL","94"
"12463",92,"interpretation-B-trials","Scale","interpretation","10%","unchecked","1753804700358","g_p5","e","Status","94"
"12464",92,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1753804700358","g_p5","e","Status","94"
"12465",92,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1753804700358","g_p5","e","Status","94"
"12466",92,"interpretation-B-trials","Scale","interpretation","40%","checked","1753804700358","g_p5","e","Status","94"
"12467",92,"interpretation-B-trials","Scale","interpretation","50%","checked","1753804700358","g_p5","e","Status","94"
"12468",92,"interpretation-B-trials","Scale","interpretation","60%","checked","1753804700358","g_p5","e","Status","94"
"12469",92,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1753804700358","g_p5","e","Status","94"
"12470",92,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1753804700358","g_p5","e","Status","94"
"12471",92,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1753804700358","g_p5","e","Status","94"
"12472",92,"interpretation-B-trials","Scale","interpretation","Choice","40%","1753804699565","g_p5","e","NULL","94"
"12473",92,"interpretation-B-trials","PennController","94","_Trial_","End","1753804700358","g_p5","e","NULL","94"
"12474",93,"interpretation-B-trials","PennController","95","_Trial_","Start","1753804700359","g_p7","e","NULL","94"
"12475",93,"interpretation-B-trials","Scale","interpretation","10%","unchecked","1753804708564","g_p7","e","Status","94"
"12476",93,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1753804708564","g_p7","e","Status","94"
"12477",93,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1753804708564","g_p7","e","Status","94"
"12478",93,"interpretation-B-trials","Scale","interpretation","40%","unchecked","1753804708564","g_p7","e","Status","94"
"12479",93,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1753804708564","g_p7","e","Status","94"
"12480",93,"interpretation-B-trials","Scale","interpretation","60%","checked","1753804708564","g_p7","e","Status","94"
"12481",93,"interpretation-B-trials","Scale","interpretation","70%","checked","1753804708564","g_p7","e","Status","94"
"12482",93,"interpretation-B-trials","Scale","interpretation","80%","checked","1753804708564","g_p7","e","Status","94"
"12483",93,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1753804708564","g_p7","e","Status","94"
"12484",93,"interpretation-B-trials","Scale","interpretation","Choice","80%","1753804707891","g_p7","e","NULL","94"
"12485",93,"interpretation-B-trials","PennController","95","_Trial_","End","1753804708564","g_p7","e","NULL","94"
"12486",94,"break-3","PennController","19","_Trial_","Start","1753804708565","NULL","","","94"
"12487",94,"break-3","PennController","19","_Trial_","End","1753804712954","NULL","","","94"
"12488",95,"demographics","PennController","20","_Trial_","Start","1753804712954","NULL","","","94"
"12489",95,"demographics","Html","demographics_survey","gender","40","1753804787499","text input","","","94"
"12490",95,"demographics","Html","demographics_survey","years_us","20","1753804787499","text input","","","94"
"12491",95,"demographics","Html","demographics_survey","us_state","TX","1753804787499","text input","","","94"
"12492",95,"demographics","Html","demographics_survey","first_lang","","1753804787499","text input","","","94"
"12493",95,"demographics","Html","demographics_survey","speak","40","1753804787499","text input","","","94"
"12494",95,"demographics","Html","demographics_survey","gender","Male","1753804787499","radio button","","","94"
"12495",95,"demographics","Html","demographics_survey","in_us","Yes","1753804787499","radio button","","","94"
"12496",95,"demographics","Html","demographics_survey","X","3","1753804787499","radio button","","","94"
"12497",95,"demographics","Html","demographics_survey","Y","3","1753804787499","radio button","","","94"
"12498",95,"demographics","Html","demographics_survey","native_eng","Yes","1753804787499","radio button","","","94"
"12499",95,"demographics","Html","demographics_survey","first_eng","Yes","1753804787499","radio button","","","94"
"12500",95,"demographics","Html","demographics_survey","learn_eng","Less than 5","1753804787499","radio button","","","94"
"12501",95,"demographics","Html","demographics_survey","home_eng","90to100","1753804787499","radio button","","","94"
"12502",95,"demographics","Html","demographics_survey","work_eng","90to100","1753804787499","radio button","","","94"
"12503",95,"demographics","Html","demographics_survey","social_eng","90to100","1753804787499","radio button","","","94"
"12504",95,"demographics","PennController","20","_Trial_","End","1753804787500","NULL","","","94"
"12505",1,"consent","PennController","0","_Trial_","Start","1753803619471","NULL","","","47"
"12506",1,"consent","Html","consent_form","prolific_id","67a67b4a6d32992419ee200c","1753803632379","text input","","","47"
"12507",1,"consent","Html","consent_form","consent","checked","1753803632379","checkbox","","","47"
"12508",1,"consent","PennController","0","_Trial_","End","1753803632379","NULL","","","47"
"12509",2,"instruction-start","PennController","1","_Trial_","Start","1753803632381","NULL","","","47"
"12510",2,"instruction-start","PennController","1","_Trial_","End","1753803668670","NULL","","","47"
"12511",3,"instruction-gumball","PennController","2","_Trial_","Start","1753803668671","NULL","","","47"
"12512",3,"instruction-gumball","PennController","2","_Trial_","End","1753803687974","NULL","","","47"
"12513",4,"instruction-A-1","PennController","3","_Trial_","Start","1753803687975","NULL","","","47"
"12514",4,"instruction-A-1","PennController","3","_Trial_","End","1753803708980","NULL","","","47"
"12515",5,"check-A-1","PennController","4","_Trial_","Start","1753803708981","NULL","","","47"
"12516",5,"check-A-1","Button","go-back","Click",NA,"Never","NULL","","","47"
"12517",5,"check-A-1","Button","proceed","Click",NA,"Never","NULL","","","47"
"12518",5,"check-A-1","PennController","4","_Trial_","End","1753803717816","NULL","","","47"
"12519",4,"instruction-A-1","PennController","3","_Trial_","Start","1753803717817","NULL","","","47"
"12520",4,"instruction-A-1","PennController","3","_Trial_","End","1753803736737","NULL","","","47"
"12521",5,"check-A-1","PennController","4","_Trial_","Start","1753803736738","NULL","","","47"
"12522",5,"check-A-1","Button","go-back","Click",NA,"Never","NULL","","","47"
"12523",5,"check-A-1","Button","proceed","Click","Click","1753803741191","NULL","","","47"
"12524",5,"check-A-1","PennController","4","_Trial_","End","1753803741192","NULL","","","47"
"12525",6,"instruction-slider-1","PennController","5","_Trial_","Start","1753803741192","NULL","","","47"
"12526",6,"instruction-slider-1","PennController","5","_Trial_","End","1753803846515","NULL","","","47"
"12527",7,"check-slider-1","PennController","6","_Trial_","Start","1753803846516","NULL","","","47"
"12528",7,"check-slider-1","Button","proceed","Click",NA,"Never","NULL","","","47"
"12529",7,"check-slider-1","PennController","6","_Trial_","End","1753803853216","NULL","","","47"
"12530",6,"instruction-slider-1","PennController","5","_Trial_","Start","1753803853217","NULL","","","47"
"12531",6,"instruction-slider-1","PennController","5","_Trial_","End","1753803878506","NULL","","","47"
"12532",7,"check-slider-1","PennController","6","_Trial_","Start","1753803878506","NULL","","","47"
"12533",7,"check-slider-1","Button","proceed","Click","Click","1753803879856","NULL","","","47"
"12534",7,"check-slider-1","PennController","6","_Trial_","End","1753803879856","NULL","","","47"
"12535",8,"practice-gumball-start","PennController","7","_Trial_","Start","1753803879857","NULL","","","47"
"12536",8,"practice-gumball-start","PennController","7","_Trial_","End","1753803882673","NULL","","","47"
"12537",9,"practice-gumball","PennController","22","_Trial_","Start","1753803882674","g_p1","e","NULL","47"
"12538",9,"practice-gumball","Scale","slider-1","Choice","8","1753803914331","g_p1","e","5637","47"
"12539",9,"practice-gumball","Scale","slider-2","Choice","52","1753803907712","g_p1","e","3301","47"
"12540",9,"practice-gumball","Scale","slider-3","Choice","85","1753803899178","g_p1","e","1435","47"
"12541",9,"practice-gumball","PennController","22","_Trial_","End","1753803918867","g_p1","e","NULL","47"
"12542",10,"practice-gumball","PennController","23","_Trial_","Start","1753803918868","g_p9","e","NULL","47"
"12543",10,"practice-gumball","Scale","slider-1","Choice","88","1753803934303","g_p9","e","1173","47"
"12544",10,"practice-gumball","Scale","slider-2","Choice","44","1753803932419","g_p9","e","839","47"
"12545",10,"practice-gumball","Scale","slider-3","Choice","9","1753803930735","g_p9","e","1139","47"
"12546",10,"practice-gumball","PennController","23","_Trial_","End","1753803936938","g_p9","e","NULL","47"
"12547",11,"practice-gumball","PennController","24","_Trial_","Start","1753803936938","g_p9","e","NULL","47"
"12548",11,"practice-gumball","Selector","selection","Selection","correct","1753803945573","g_p9","e","incorrect;correct","47"
"12549",11,"practice-gumball","PennController","24","_Trial_","End","1753803946406","g_p9","e","NULL","47"
"12550",12,"practice-gumball-end","PennController","8","_Trial_","Start","1753803946407","NULL","","","47"
"12551",12,"practice-gumball-end","PennController","8","_Trial_","End","1753803948807","NULL","","","47"
"12552",13,"trials-gumball","PennController","25","_Trial_","Start","1753803948808","g_p2","e","NULL","47"
"12553",13,"trials-gumball","Scale","slider-1","Choice","17","1753803959343","g_p2","e","1311","47"
"12554",13,"trials-gumball","Scale","slider-2","Choice","41","1753803961726","g_p2","e","1526","47"
"12555",13,"trials-gumball","Scale","slider-3","Choice","77","1753803965811","g_p2","e","2362","47"
"12556",13,"trials-gumball","PennController","25","_Trial_","End","1753803970963","g_p2","e","NULL","47"
"12557",14,"trials-gumball","PennController","26","_Trial_","Start","1753803970964","g_p8","e","NULL","47"
"12558",14,"trials-gumball","Scale","slider-1","Choice","77","1753803975397","g_p8","e","1330","47"
"12559",14,"trials-gumball","Scale","slider-2","Choice","45","1753803977830","g_p8","e","1079","47"
"12560",14,"trials-gumball","Scale","slider-3","Choice","7","1753803979448","g_p8","e","564","47"
"12561",14,"trials-gumball","PennController","26","_Trial_","End","1753803981016","g_p8","e","NULL","47"
"12562",15,"trials-gumball","PennController","27","_Trial_","Start","1753803981016","g_p3","e","NULL","47"
"12563",15,"trials-gumball","Scale","slider-1","Choice","23","1753803997118","g_p3","e","681","47"
"12564",15,"trials-gumball","Scale","slider-2","Choice","47","1753803998719","g_p3","e","984","47"
"12565",15,"trials-gumball","Scale","slider-3","Choice","70","1753804002420","g_p3","e","2551","47"
"12566",15,"trials-gumball","PennController","27","_Trial_","End","1753804003921","g_p3","e","NULL","47"
"12567",16,"trials-gumball","PennController","28","_Trial_","Start","1753804003922","g_p9","e","NULL","47"
"12568",16,"trials-gumball","Scale","slider-1","Choice","90","1753804008021","g_p9","e","1634","47"
"12569",16,"trials-gumball","Scale","slider-2","Choice","51","1753804009839","g_p9","e","1052","47"
"12570",16,"trials-gumball","Scale","slider-3","Choice","9","1753804012372","g_p9","e","1852","47"
"12571",16,"trials-gumball","PennController","28","_Trial_","End","1753804024244","g_p9","e","NULL","47"
"12572",17,"trials-gumball","PennController","29","_Trial_","Start","1753804024244","g_p5","e","NULL","47"
"12573",17,"trials-gumball","Scale","slider-1","Choice","50","1753804042330","g_p5","e","490","47"
"12574",17,"trials-gumball","Scale","slider-2","Choice","49","1753804043513","g_p5","e","289","47"
"12575",17,"trials-gumball","Scale","slider-3","Choice","52","1753804034545","g_p5","e","133","47"
"12576",17,"trials-gumball","PennController","29","_Trial_","End","1753804045032","g_p5","e","NULL","47"
"12577",18,"trials-gumball","PennController","30","_Trial_","Start","1753804045032","g_p6","e","NULL","47"
"12578",18,"trials-gumball","Scale","slider-1","Choice","48","1753804058484","g_p6","e","510","47"
"12579",18,"trials-gumball","Scale","slider-2","Choice","41","1753804061035","g_p6","e","1327","47"
"12580",18,"trials-gumball","Scale","slider-3","Choice","37","1753804063068","g_p6","e","1193","47"
"12581",18,"trials-gumball","PennController","30","_Trial_","End","1753804068504","g_p6","e","NULL","47"
"12582",19,"trials-gumball","PennController","31","_Trial_","Start","1753804068505","g_p4","e","NULL","47"
"12583",19,"trials-gumball","Scale","slider-1","Choice","36","1753804079606","g_p4","e","2212","47"
"12584",19,"trials-gumball","Scale","slider-2","Choice","43","1753804081490","g_p4","e","1279","47"
"12585",19,"trials-gumball","Scale","slider-3","Choice","51","1753804083457","g_p4","e","1347","47"
"12586",19,"trials-gumball","PennController","31","_Trial_","End","1753804084625","g_p4","e","NULL","47"
"12587",20,"trials-gumball","PennController","32","_Trial_","Start","1753804084626","g_p4","e","NULL","47"
"12588",20,"trials-gumball","Selector","selection","Selection","correct","1753804093593","g_p4","e","correct;incorrect","47"
"12589",20,"trials-gumball","PennController","32","_Trial_","End","1753804094211","g_p4","e","NULL","47"
"12590",21,"trials-gumball","PennController","33","_Trial_","Start","1753804094211","g_p7","e","NULL","47"
"12591",21,"trials-gumball","Scale","slider-1","Choice","63","1753804115398","g_p7","e","3035","47"
"12592",21,"trials-gumball","Scale","slider-2","Choice","39","1753804119826","g_p7","e","2036","47"
"12593",21,"trials-gumball","Scale","slider-3","Choice","23","1753804122160","g_p7","e","1650","47"
"12594",21,"trials-gumball","PennController","33","_Trial_","End","1753804123177","g_p7","e","NULL","47"
"12595",22,"trials-gumball","PennController","34","_Trial_","Start","1753804123178","g_p7","e","NULL","47"
"12596",22,"trials-gumball","Selector","selection","Selection","correct","1753804124294","g_p7","e","incorrect;correct","47"
"12597",22,"trials-gumball","PennController","34","_Trial_","End","1753804124878","g_p7","e","NULL","47"
"12598",23,"trials-gumball","PennController","35","_Trial_","Start","1753804124878","g_p1","e","NULL","47"
"12599",23,"trials-gumball","Scale","slider-1","Choice","6","1753804130195","g_p1","e","670","47"
"12600",23,"trials-gumball","Scale","slider-2","Choice","33","1753804136697","g_p1","e","455","47"
"12601",23,"trials-gumball","Scale","slider-3","Choice","84","1753804135663","g_p1","e","1505","47"
"12602",23,"trials-gumball","PennController","35","_Trial_","End","1753804146666","g_p1","e","NULL","47"
"12603",24,"trials-gumball","PennController","36","_Trial_","Start","1753804146667","g_p9","e","NULL","47"
"12604",24,"trials-gumball","Scale","slider-1","Choice","90","1753804151283","g_p9","e","2441","47"
"12605",24,"trials-gumball","Scale","slider-2","Choice","57","1753804159219","g_p9","e","1010","47"
"12606",24,"trials-gumball","Scale","slider-3","Choice","9","1753804154935","g_p9","e","659","47"
"12607",24,"trials-gumball","PennController","36","_Trial_","End","1753804163470","g_p9","e","NULL","47"
"12608",25,"trials-gumball","PennController","37","_Trial_","Start","1753804163471","g_p3","e","NULL","47"
"12609",25,"trials-gumball","Scale","slider-1","Choice","22","1753804167454","g_p3","e","1444","47"
"12610",25,"trials-gumball","Scale","slider-2","Choice","41","1753804169705","g_p3","e","1211","47"
"12611",25,"trials-gumball","Scale","slider-3","Choice","67","1753804171572","g_p3","e","1145","47"
"12612",25,"trials-gumball","PennController","37","_Trial_","End","1753804174290","g_p3","e","NULL","47"
"12613",26,"trials-gumball","PennController","38","_Trial_","Start","1753804174291","g_p3","e","NULL","47"
"12614",26,"trials-gumball","Selector","selection","Selection","correct","1753804178156","g_p3","e","correct;incorrect","47"
"12615",26,"trials-gumball","PennController","38","_Trial_","End","1753804179174","g_p3","e","NULL","47"
"12616",27,"trials-gumball","PennController","39","_Trial_","Start","1753804179175","g_p1","e","NULL","47"
"12617",27,"trials-gumball","Scale","slider-1","Choice","8","1753804193643","g_p1","e","764","47"
"12618",27,"trials-gumball","Scale","slider-2","Choice","32","1753804195394","g_p1","e","998","47"
"12619",27,"trials-gumball","Scale","slider-3","Choice","84","1753804197611","g_p1","e","1032","47"
"12620",27,"trials-gumball","PennController","39","_Trial_","End","1753804198662","g_p1","e","NULL","47"
"12621",28,"trials-gumball","PennController","40","_Trial_","Start","1753804198663","g_p1","e","NULL","47"
"12622",28,"trials-gumball","Selector","selection","Selection","correct","1753804199828","g_p1","e","incorrect;correct","47"
"12623",28,"trials-gumball","PennController","40","_Trial_","End","1753804200279","g_p1","e","NULL","47"
"12624",29,"trials-gumball","PennController","41","_Trial_","Start","1753804200280","g_p4","e","NULL","47"
"12625",29,"trials-gumball","Scale","slider-1","Choice","37","1753804204563","g_p4","e","1850","47"
"12626",29,"trials-gumball","Scale","slider-2","Choice","49","1753804210597","g_p4","e","867","47"
"12627",29,"trials-gumball","Scale","slider-3","Choice","56","1753804211631","g_p4","e","401","47"
"12628",29,"trials-gumball","PennController","41","_Trial_","End","1753804216966","g_p4","e","NULL","47"
"12629",30,"trials-gumball","PennController","42","_Trial_","Start","1753804216967","g_p7","e","NULL","47"
"12630",30,"trials-gumball","Scale","slider-1","Choice","65","1753804220533","g_p7","e","1235","47"
"12631",30,"trials-gumball","Scale","slider-2","Choice","38","1753804223367","g_p7","e","1486","47"
"12632",30,"trials-gumball","Scale","slider-3","Choice","20","1753804224601","g_p7","e","686","47"
"12633",30,"trials-gumball","PennController","42","_Trial_","End","1753804225768","g_p7","e","NULL","47"
"12634",31,"trials-gumball","PennController","43","_Trial_","Start","1753804225769","g_p7","e","NULL","47"
"12635",31,"trials-gumball","Selector","selection","Selection","correct","1753804226784","g_p7","e","correct;incorrect","47"
"12636",31,"trials-gumball","PennController","43","_Trial_","End","1753804227268","g_p7","e","NULL","47"
"12637",32,"trials-gumball","PennController","44","_Trial_","Start","1753804227269","g_p5","e","NULL","47"
"12638",32,"trials-gumball","Scale","slider-1","Choice","48","1753804230469","g_p5","e","1037","47"
"12639",32,"trials-gumball","Scale","slider-2","Choice","47","1753804232736","g_p5","e","100","47"
"12640",32,"trials-gumball","Scale","slider-3","Choice","48","1753804233969","g_p5","e","66","47"
"12641",32,"trials-gumball","PennController","44","_Trial_","End","1753804236638","g_p5","e","NULL","47"
"12642",33,"trials-gumball","PennController","45","_Trial_","Start","1753804236638","g_p6","e","NULL","47"
"12643",33,"trials-gumball","Scale","slider-1","Choice","54","1753804239754","g_p6","e","1355","47"
"12644",33,"trials-gumball","Scale","slider-2","Choice","40","1753804242005","g_p6","e","1589","47"
"12645",33,"trials-gumball","Scale","slider-3","Choice","35","1753804245672","g_p6","e","3106","47"
"12646",33,"trials-gumball","PennController","45","_Trial_","End","1753804250141","g_p6","e","NULL","47"
"12647",34,"trials-gumball","PennController","46","_Trial_","Start","1753804250142","g_p6","e","NULL","47"
"12648",34,"trials-gumball","Selector","selection","Selection","correct","1753804251340","g_p6","e","incorrect;correct","47"
"12649",34,"trials-gumball","PennController","46","_Trial_","End","1753804252107","g_p6","e","NULL","47"
"12650",35,"trials-gumball","PennController","47","_Trial_","Start","1753804252108","g_p2","e","NULL","47"
"12651",35,"trials-gumball","Scale","slider-1","Choice","16","1753804268877","g_p2","e","3109","47"
"12652",35,"trials-gumball","Scale","slider-2","Choice","37","1753804275479","g_p2","e","2777","47"
"12653",35,"trials-gumball","Scale","slider-3","Choice","75","1753804278080","g_p2","e","1728","47"
"12654",35,"trials-gumball","PennController","47","_Trial_","End","1753804279381","g_p2","e","NULL","47"
"12655",36,"trials-gumball","PennController","48","_Trial_","Start","1753804279382","g_p8","e","NULL","47"
"12656",36,"trials-gumball","Scale","slider-1","Choice","79","1753804281914","g_p8","e","1078","47"
"12657",36,"trials-gumball","Scale","slider-2","Choice","42","1753804283714","g_p8","e","1179","47"
"12658",36,"trials-gumball","Scale","slider-3","Choice","10","1753804285832","g_p8","e","1446","47"
"12659",36,"trials-gumball","PennController","48","_Trial_","End","1753804287449","g_p8","e","NULL","47"
"12660",37,"break-1","PennController","9","_Trial_","Start","1753804287450","NULL","","","47"
"12661",37,"break-1","PennController","9","_Trial_","End","1753804288799","NULL","","","47"
"12662",38,"instruction-unk-election","PennController","10","_Trial_","Start","1753804288800","NULL","","","47"
"12663",38,"instruction-unk-election","PennController","10","_Trial_","End","1753804372536","NULL","","","47"
"12664",39,"check-election-2","PennController","11","_Trial_","Start","1753804372537","NULL","","","47"
"12665",39,"check-election-2","Button","go-back","Click",NA,"Never","NULL","","","47"
"12666",39,"check-election-2","Button","proceed","Click",NA,"Never","NULL","","","47"
"12667",39,"check-election-2","PennController","11","_Trial_","End","1753804378454","NULL","","","47"
"12668",38,"instruction-unk-election","PennController","10","_Trial_","Start","1753804378454","NULL","","","47"
"12669",38,"instruction-unk-election","PennController","10","_Trial_","End","1753804409128","NULL","","","47"
"12670",39,"check-election-2","PennController","11","_Trial_","Start","1753804409129","NULL","","","47"
"12671",39,"check-election-2","Button","go-back","Click",NA,"Never","NULL","","","47"
"12672",39,"check-election-2","Button","proceed","Click","Click","1753804423697","NULL","","","47"
"12673",39,"check-election-2","PennController","11","_Trial_","End","1753804423697","NULL","","","47"
"12674",40,"instruction-A-2","PennController","12","_Trial_","Start","1753804423698","NULL","","","47"
"12675",40,"instruction-A-2","PennController","12","_Trial_","End","1753804438984","NULL","","","47"
"12676",41,"check-A-2","PennController","13","_Trial_","Start","1753804438985","NULL","","","47"
"12677",41,"check-A-2","Button","go-back","Click",NA,"Never","NULL","","","47"
"12678",41,"check-A-2","Button","proceed","Click","Click","1753804445769","NULL","","","47"
"12679",41,"check-A-2","PennController","13","_Trial_","End","1753804445770","NULL","","","47"
"12680",42,"instruction-slider-2","PennController","14","_Trial_","Start","1753804445770","NULL","","","47"
"12681",42,"instruction-slider-2","PennController","14","_Trial_","End","1753804451937","NULL","","","47"
"12682",43,"check-slider-2","PennController","15","_Trial_","Start","1753804451938","NULL","","","47"
"12683",43,"check-slider-2","Button","proceed","Click","Click","1753804459239","NULL","","","47"
"12684",43,"check-slider-2","PennController","15","_Trial_","End","1753804459240","NULL","","","47"
"12685",44,"practice-election-start","PennController","16","_Trial_","Start","1753804459240","NULL","","","47"
"12686",44,"practice-election-start","PennController","16","_Trial_","End","1753804460973","NULL","","","47"
"12687",45,"practice-election","PennController","49","_Trial_","Start","1753804460974","e_x1","e","NULL","47"
"12688",45,"practice-election","Scale","slider-1","Choice","12","1753804475610","e_x1","e","6444","47"
"12689",45,"practice-election","Scale","slider-2","Choice","33","1753804477893","e_x1","e","1543","47"
"12690",45,"practice-election","Scale","slider-3","Choice","83","1753804481027","e_x1","e","2143","47"
"12691",45,"practice-election","PennController","49","_Trial_","End","1753804482712","e_x1","e","NULL","47"
"12692",46,"practice-election","PennController","50","_Trial_","Start","1753804482712","e_x9","e","NULL","47"
"12693",46,"practice-election","Scale","slider-1","Choice","88","1753804485928","e_x9","e","1693","47"
"12694",46,"practice-election","Scale","slider-2","Choice","36","1753804487479","e_x9","e","795","47"
"12695",46,"practice-election","Scale","slider-3","Choice","11","1753804488562","e_x9","e","578","47"
"12696",46,"practice-election","PennController","50","_Trial_","End","1753804491614","e_x9","e","NULL","47"
"12697",47,"practice-election","PennController","51","_Trial_","Start","1753804491615","e_x9","e","NULL","47"
"12698",47,"practice-election","Selector","selection","Selection","correct","1753804495098","e_x9","e","correct;incorrect","47"
"12699",47,"practice-election","PennController","51","_Trial_","End","1753804495681","e_x9","e","NULL","47"
"12700",48,"practice-election-end","PennController","17","_Trial_","Start","1753804495682","NULL","","","47"
"12701",48,"practice-election-end","PennController","17","_Trial_","End","1753804497331","NULL","","","47"
"12702",49,"trials-unk-election","PennController","52","_Trial_","Start","1753804497332","e_x9","e","NULL","47"
"12703",49,"trials-unk-election","Scale","slider-1","Choice","88","1753804502915","e_x9","e","1630","47"
"12704",49,"trials-unk-election","Scale","slider-2","Choice","38","1753804504300","e_x9","e","681","47"
"12705",49,"trials-unk-election","Scale","slider-3","Choice","11","1753804505617","e_x9","e","832","47"
"12706",49,"trials-unk-election","PennController","52","_Trial_","End","1753804508484","e_x9","e","NULL","47"
"12707",50,"trials-unk-election","PennController","53","_Trial_","Start","1753804508485","e_x4","e","NULL","47"
"12708",50,"trials-unk-election","Scale","slider-1","Choice","39","1753804511385","e_x4","e","1198","47"
"12709",50,"trials-unk-election","Scale","slider-2","Choice","49","1753804513901","e_x4","e","1715","47"
"12710",50,"trials-unk-election","Scale","slider-3","Choice","59","1753804516002","e_x4","e","1065","47"
"12711",50,"trials-unk-election","PennController","53","_Trial_","End","1753804517786","e_x4","e","NULL","47"
"12712",51,"trials-unk-election","PennController","54","_Trial_","Start","1753804517787","e_x6","e","NULL","47"
"12713",51,"trials-unk-election","Scale","slider-1","Choice","57","1753804520570","e_x6","e","1566","47"
"12714",51,"trials-unk-election","Scale","slider-2","Choice","41","1753804523070","e_x6","e","1783","47"
"12715",51,"trials-unk-election","Scale","slider-3","Choice","16","1753804525255","e_x6","e","1285","47"
"12716",51,"trials-unk-election","PennController","54","_Trial_","End","1753804526572","e_x6","e","NULL","47"
"12717",52,"trials-unk-election","PennController","55","_Trial_","Start","1753804526573","e_x3","e","NULL","47"
"12718",52,"trials-unk-election","Scale","slider-1","Choice","21","1753804530006","e_x3","e","884","47"
"12719",52,"trials-unk-election","Scale","slider-2","Choice","40","1753804531689","e_x3","e","1118","47"
"12720",52,"trials-unk-election","Scale","slider-3","Choice","71","1753804533806","e_x3","e","1418","47"
"12721",52,"trials-unk-election","PennController","55","_Trial_","End","1753804537091","e_x3","e","NULL","47"
"12722",53,"trials-unk-election","PennController","56","_Trial_","Start","1753804537092","e_x3","e","NULL","47"
"12723",53,"trials-unk-election","Selector","selection","Selection","correct","1753804538257","e_x3","e","incorrect;correct","47"
"12724",53,"trials-unk-election","PennController","56","_Trial_","End","1753804538724","e_x3","e","NULL","47"
"12725",54,"trials-unk-election","PennController","57","_Trial_","Start","1753804538725","e_x1","e","NULL","47"
"12726",54,"trials-unk-election","Scale","slider-1","Choice","10","1753804555211","e_x1","e","688","47"
"12727",54,"trials-unk-election","Scale","slider-2","Choice","33","1753804556345","e_x1","e","639","47"
"12728",54,"trials-unk-election","Scale","slider-3","Choice","77","1753804559096","e_x1","e","2217","47"
"12729",54,"trials-unk-election","PennController","57","_Trial_","End","1753804569382","e_x1","e","NULL","47"
"12730",55,"trials-unk-election","PennController","58","_Trial_","Start","1753804569382","e_x8","e","NULL","47"
"12731",55,"trials-unk-election","Scale","slider-1","Choice","78","1753804576200","e_x8","e","3609","47"
"12732",55,"trials-unk-election","Scale","slider-2","Choice","52","1753804578183","e_x8","e","1242","47"
"12733",55,"trials-unk-election","Scale","slider-3","Choice","20","1753804579868","e_x8","e","1194","47"
"12734",55,"trials-unk-election","PennController","58","_Trial_","End","1753804580302","e_x8","e","NULL","47"
"12735",56,"trials-unk-election","PennController","59","_Trial_","Start","1753804580302","e_x2","e","NULL","47"
"12736",56,"trials-unk-election","Scale","slider-1","Choice","16","1753804583468","e_x2","e","892","47"
"12737",56,"trials-unk-election","Scale","slider-2","Choice","41","1753804585002","e_x2","e","961","47"
"12738",56,"trials-unk-election","Scale","slider-3","Choice","77","1753804586969","e_x2","e","1344","47"
"12739",56,"trials-unk-election","PennController","59","_Trial_","End","1753804588236","e_x2","e","NULL","47"
"12740",57,"trials-unk-election","PennController","60","_Trial_","Start","1753804588237","e_x5","e","NULL","47"
"12741",57,"trials-unk-election","Scale","slider-1","Choice","51","1753804591020","e_x5","e","1211","47"
"12742",57,"trials-unk-election","Scale","slider-2","Choice","51","1753804593287","e_x5","e","500","47"
"12743",57,"trials-unk-election","Scale","slider-3","Choice","53","1753804594654","e_x5","e","83","47"
"12744",57,"trials-unk-election","PennController","60","_Trial_","End","1753804596405","e_x5","e","NULL","47"
